"   ","DEPTID","TYPE","NUM","WEIGHT","BILLDATE","KIND","BILLNO"
"602","0101","2","56.000000","22.310000","2015/7/3 9:24:08","","CK1507030002"
"603","0101","2","62.000000","12.940000","2015/7/3 10:13:52","","CK1507030004"
"604","0101","3","","","2015/7/3 12:06:06","热轧卷","GA1507030009"
"605","0101","3","2.000000","44.830000","2015/7/3 15:21:34","","GH1507030005"
"606","0101","2","1.000000","4.790000","2015/7/3 16:35:26","","CK1507030016"
"607","0101","2","3.000000","59.200000","2015/7/3 19:11:40","","CK1507030021"
"608","0101","2","23.000000","77.250000","2015/7/3 20:34:09","","CK1507030029"
"609","0101","1","1.000000","12.200000","2015/7/2 9:38:52","热轧卷","RK1507020053"
"610","0101","1","1.000000","20.730000","2015/7/2 9:48:51","热轧卷","RK1507020080"
"611","0101","3","","","2015/7/2 16:15:05","热轧卷","GA1507020026"
"612","0101","2","18.000000","125.680000","2015/7/2 19:21:06","","CK1507020050"
"613","0101","2","739.000000","55.900000","2015/7/2 19:26:02","","CK1507020051"
"614","0101","2","1.000000","6.250000","2015/7/2 7:50:21","","CK1507020003"
"615","0101","1","1.000000","18.370000","2015/7/2 9:11:23","热轧卷","RK1507020010"
"616","0101","1","1.000000","18.950000","2015/7/2 9:13:28","热轧卷","RK1507020014"
"617","0101","1","1.000000","4.040000","2015/7/2 9:34:25","热轧卷","RK1507020043"
"618","0101","3","","","2015/7/2 16:48:05","热轧卷","GA1507020032"
"619","0101","3","1.000000","9.920000","2015/7/2 17:01:41","","GZ1507020001"
"620","0101","2","2.000000","46.240000","2015/7/2 19:46:29","","CK1507020053"
"621","0101","2","3.000000","75.460000","2015/7/2 19:49:30","","CK1507020054"
"622","0101","2","361.000000","21.310000","2015/7/3 10:40:52","","CK1507030007"
"623","0101","3","1.000000","9.190000","2015/7/3 17:24:50","","GH1507030007"
"624","0101","1","2.000000","58.330000","2015/7/2 9:41:04","热卷","RK1507020060"
"625","0101","2","1.000000","27.280000","2015/7/2 20:52:14","","CK1507020059"
"626","0101","3","2.000000","39.860000","2015/7/3 16:16:53","","GH1507030006"
"627","0101","1","1.000000","24.410000","2015/7/2 9:10:18","热轧卷","RK1507020008"
"628","0101","1","2.000000","57.920000","2015/7/2 9:39:59","热卷","RK1507020056"
"629","0101","1","1.000000","25.060000","2015/7/2 9:39:41","热轧卷","RK1507020055"
"630","0101","3","","","2015/7/2 14:54:06","热轧卷","GA1507020009"
"631","0101","2","1.000000","5.460000","2015/7/2 16:12:16","","CK1507020035"
"632","0101","3","","","2015/7/3 10:36:04","热轧卷","GA1507030001"
"633","0101","1","1.000000","16.830000","2015/7/2 9:09:28","热轧卷","RK1507020006"
"634","0101","1","1.000000","22.050000","2015/7/2 9:49:37","热轧卷","RK1507020082"
"635","0101","1","1.000000","8.780000","2015/7/2 9:55:57","热轧卷","RK1507020085"
"636","0101","2","34.000000","38.830000","2015/7/2 13:01:57","","CK1507020022"
"637","0101","2","2.000000","16.350000","2015/7/2 18:02:44","","CK1507020045"
"638","0101","2","44.000000","102.600000","2015/7/3 13:41:17","","CK1507030011"
"639","0101","2","1.000000","21.120000","2015/7/3 20:10:29","","CK1507030025"
"640","0101","2","287.000000","33.950000","2015/7/3 22:42:10","","CK1507030032"
"641","0101","2","1.000000","7.310000","2015/7/3 20:48:52","","CK1507030030"
"642","0101","1","1.000000","31.100000","2015/7/2 9:40:54","热轧卷","RK1507020059"
"643","0101","1","1.000000","25.760000","2015/7/2 9:47:18","热轧卷","RK1507020076"
"644","0101","1","1.000000","21.040000","2015/7/3 9:03:34","直发卷","RK1507030001"
"645","0101","2","30.000000","53.280000","2015/7/3 18:42:02","","CK1507030020"
"646","0101","1","2.000000","58.590000","2015/7/2 9:34:52","热卷","RK1507020045"
"647","0101","1","2.000000","58.620000","2015/7/2 15:47:41","热卷","RK1507020122"
"648","0101","3","","","2015/7/3 13:51:05","热轧卷","GA1507030015"
"649","0101","3","","","2015/7/3 15:18:07","热轧卷","GA1507030021"
"650","0101","3","","","2015/7/3 15:18:12","热轧卷","GA1507030022"
"651","0101","2","1.000000","18.730000","2015/7/3 20:12:54","","CK1507030026"
"652","0101","2","1.000000","28.000000","2015/7/2 13:19:06","","CK1507020024"
"653","0101","1","1.000000","19.280000","2015/7/4 8:20:41","热轧卷","RK1507040007"
"654","0101","2","197.000000","10.030000","2015/7/5 11:04:08","","CK1507050002"
"655","0101","1","1.000000","3.290000","2015/7/5 12:10:43","热轧卷","RK1507050017"
"656","0101","2","72.000000","16.730000","2015/7/4 11:12:04","","CK1507040004"
"657","0101","3","","","2015/7/6 11:21:05","热轧卷","GA1507060013"
"658","0101","3","","","2015/7/6 11:21:05","热轧卷","GA1507060014"
"659","0101","3","","","2015/7/6 11:21:13","热轧卷","GA1507060015"
"660","0101","2","1.000000","4.725000","2015/7/6 13:22:03","","CK1507060014"
"661","0101","2","2.000000","31.340000","2015/7/6 12:48:03","","CK1507060013"
"662","0101","2","186.000000","23.340000","2015/7/6 15:48:54","","CK1507060020"
"663","0101","1","1.000000","4.890000","2015/7/4 22:47:09","热轧卷","RK1507040015"
"664","0101","1","1.000000","3.270000","2015/7/4 22:53:48","热轧卷","RK1507040035"
"665","0101","3","2.000000","39.400000","2015/7/6 10:14:56","","GH1507060000"
"666","0101","3","3.000000","55.908000","2015/7/6 15:51:35","","GH1507060004"
"667","0101","2","39.000000","4.355000","2015/7/4 17:03:18","","CK1507040012"
"668","0101","1","1.000000","9.470000","2015/7/5 12:04:14","热轧卷","RK1507050003"
"669","0101","3","","","2015/7/6 15:57:05","热轧卷","GA1507060039"
"670","0101","2","51.000000","22.200000","2015/7/6 16:10:00","","CK1507060022"
"671","0101","1","1.000000","8.850000","2015/7/5 12:05:44","热轧卷","RK1507050006"
"672","0101","1","1.000000","11.720000","2015/7/4 22:48:59","热轧卷","RK1507040020"
"673","0101","1","1.000000","13.990000","2015/7/6 13:06:48","热轧卷","RK1507060005"
"674","0101","3","","","2015/7/6 16:39:12","热轧卷","GA1507060041"
"675","0101","1","1.000000","3.590000","2015/7/5 12:11:08","热轧卷","RK1507050018"
"676","0101","1","1.000000","11.565000","2015/7/5 12:24:51","热轧卷","RK1507050022"
"677","0101","3","","","2015/7/6 15:33:15","热轧卷","GA1507060036"
"678","0101","2","1.000000","24.190000","2015/7/6 17:46:25","","CK1507060032"
"679","0101","1","1.000000","5.530000","2015/7/4 22:49:17","热轧卷","RK1507040021"
"680","0101","3","","","2015/7/6 11:24:04","热轧卷","GA1507060016"
"681","0101","3","","","2015/7/6 11:24:06","热轧卷","GA1507060017"
"682","0101","1","1.000000","18.840000","2015/7/4 22:49:38","热轧卷","RK1507040022"
"683","0101","2","18.000000","3.530000","2015/7/6 10:22:43","","CK1507060006"
"684","0101","3","","","2015/7/6 15:12:04","热轧卷","GA1507060033"
"685","0101","2","1.000000","15.650000","2015/7/6 18:46:26","","CK1507060036"
"686","0101","2","1.000000","7.000000","2015/7/6 18:47:24","","CK1507060037"
"687","0101","1","1.000000","7.820000","2015/7/4 8:21:09","硅钢卷","RK1507040008"
"688","0101","2","2.000000","33.790000","2015/7/4 14:24:25","","CK1507040010"
"689","0101","2","14.000000","29.560000","2015/7/6 0:04:52","","CK1507060002"
"690","0101","1","1.000000","12.100000","2015/7/6 13:06:18","热轧卷","RK1507060003"
"691","0101","2","469.000000","25.570000","2015/7/6 17:53:59","","CK1507060033"
"692","0101","2","485.000000","59.330000","2015/7/4 12:30:27","","CK1507040007"
"693","0101","2","53.000000","9.190000","2015/7/5 12:00:36","","CK1507050003"
"694","0101","2","44.000000","7.135000","2015/7/6 9:50:25","","CK1507060005"
"695","0101","3","","","2015/7/6 13:54:04","热卷","GA1507060025"
"696","0101","1","1.000000","32.900000","2015/7/7 8:59:31","热轧卷","RK1507070017"
"697","0101","1","1.000000","4.905000","2015/7/7 9:01:14","热轧卷","RK1507070020"
"698","0101","1","1.000000","9.470000","2015/7/5 12:08:18","热轧卷","RK1507050012"
"699","0101","3","","","2015/7/6 14:45:04","热轧卷","GA1507060028"
"700","0101","2","1.000000","22.760000","2015/7/6 19:24:52","","CK1507060038"
"701","0101","2","1.000000","19.250000","2015/7/6 19:35:56","","CK1507060039"
"702","0101","1","1.000000","3.830000","2015/7/7 8:54:06","热轧卷","RK1507070005"
"703","0101","1","1.000000","27.900000","2015/7/7 8:56:25","热轧卷","RK1507070010"
"704","0101","2","52.000000","7.565000","2015/7/7 12:01:31","","CK1507070008"
"705","0101","1","1.000000","7.230000","2015/7/5 12:06:11","热轧卷","RK1507050007"
"706","0101","1","1.000000","6.685000","2015/7/5 12:35:16","热轧卷","RK1507050027"
"707","0101","1","1.000000","6.995000","2015/7/5 12:25:54","热轧卷","RK1507050024"
"708","0101","1","1.000000","8.230000","2015/7/7 9:06:09","热轧卷","RK1507070036"
"709","0101","2","3.000000","33.440000","2015/7/4 17:18:17","","CK1507040014"
"710","0101","1","1.000000","3.150000","2015/7/4 22:38:43","热轧卷","RK1507040011"
"711","0101","1","1.000000","3.140000","2015/7/5 12:10:15","热轧卷","RK1507050016"
"712","0101","2","1.000000","26.180000","2015/7/6 11:06:12","","CK1507060007"
"713","0101","1","1.000000","24.250000","2015/7/6 20:11:12","热轧卷","RK1507060010"
"714","0101","1","1.000000","5.780000","2015/7/4 22:39:57","热轧卷","RK1507040012"
"715","0101","1","1.000000","3.840000","2015/7/4 22:50:53","热轧卷","RK1507040026"
"716","0101","1","1.000000","19.420000","2015/7/6 20:10:32","热轧卷","RK1507060008"
"717","0101","2","1.000000","19.440000","2015/7/6 23:02:19","","CK1507060045"
"718","0101","2","45.000000","6.530000","2015/7/7 10:51:09","","CK1507070006"
"719","0101","2","384.000000","27.920000","2015/7/4 15:04:37","","CK1507040011"
"720","0101","2","6.000000","31.930000","2015/7/6 9:35:33","","CK1507060004"
"721","0101","3","","","2015/7/6 10:09:06","热轧卷","GA1507060001"
"722","0101","2","1.000000","21.325000","2015/7/6 10:14:21","","CK1507060006"
"723","0101","3","","","2015/7/7 10:15:05","热轧卷","GA1507070000"
"724","0101","1","1.000000","2.830000","2015/7/5 12:06:37","热轧卷","RK1507050008"
"725","0101","2","684.000000","39.860000","2015/7/5 12:28:02","","CK1507050004"
"726","0101","2","3.000000","35.525000","2015/7/5 13:26:39","","CK1507050006"
"727","0101","1","1.000000","14.230000","2015/7/6 13:06:34","热轧卷","RK1507060004"
"728","0101","1","1.000000","5.600000","2015/7/7 9:04:27","热轧卷","RK1507070030"
"729","0101","3","","","2015/7/7 10:51:05","热轧卷","GA1507070002"
"730","0101","3","","","2015/7/7 10:54:05","热轧卷","GA1507070003"
"731","0101","1","1.000000","20.750000","2015/7/4 8:20:11","热轧卷","RK1507040006"
"732","0101","1","1.000000","2.950000","2015/7/5 12:09:41","热轧卷","RK1507050015"
"733","0101","1","1.000000","6.790000","2015/7/7 8:54:25","热轧卷","RK1507070006"
"734","0101","1","1.000000","7.220000","2015/7/7 9:03:23","热轧卷","RK1507070027"
"735","0101","3","","","2015/7/7 10:27:09","热轧卷","GA1507070001"
"736","0101","1","1.000000","5.890000","2015/7/4 22:47:34","热轧卷","RK1507040016"
"737","0101","1","1.000000","10.160000","2015/7/4 22:52:28","热轧卷","RK1507040031"
"738","0101","1","1.000000","19.140000","2015/7/4 22:55:14","热轧卷","RK1507040040"
"739","0101","1","1.000000","7.090000","2015/7/5 12:07:28","热轧卷","RK1507050010"
"740","0101","3","1.000000","23.230000","2015/7/6 13:42:57","","GH1507060003"
"741","0101","1","1.000000","8.050000","2015/7/7 8:52:29","热轧卷","RK1507070001"
"742","0101","1","1.000000","7.610000","2015/7/7 9:02:10","热轧卷","RK1507070023"
"743","0101","2","2.000000","19.590000","2015/7/4 8:45:16","","CK1507040001"
"744","0101","1","1.000000","5.290000","2015/7/4 22:54:06","热轧卷","RK1507040036"
"745","0101","2","1.000000","6.350000","2015/7/7 5:58:33","","CK1507070002"
"746","0101","1","1.000000","32.820000","2015/7/7 8:59:50","热轧卷","RK1507070018"
"747","0101","1","1.000000","3.190000","2015/7/7 9:01:52","热轧卷","RK1507070022"
"748","0101","2","1.000000","16.400000","2015/7/5 13:45:35","","CK1507050007"
"749","0101","1","1.000000","10.440000","2015/7/5 12:07:53","热轧卷","RK1507050011"
"750","0101","2","12.000000","26.090000","2015/7/6 0:00:30","","CK1507060001"
"751","0101","3","","","2015/7/6 10:27:12","热轧卷","GA1507060003"
"752","0101","1","1.000000","24.990000","2015/7/6 13:07:02","热轧卷","RK1507060006"
"753","0101","1","1.000000","11.200000","2015/7/6 20:10:52","热轧卷","RK1507060009"
"754","0101","1","1.000000","32.860000","2015/7/7 9:00:08","热轧卷","RK1507070019"
"755","0101","1","1.000000","11.570000","2015/7/7 9:05:01","热轧卷","RK1507070032"
"756","0101","2","15.000000","2.380000","2015/7/5 16:08:17","","CK1507050011"
"757","0101","2","6.000000","126.685000","2015/7/7 9:45:30","","CK1507070004"
"758","0101","2","148.000000","29.650000","2015/7/4 10:58:57","","CK1507040003"
"759","0101","2","5.000000","35.500000","2015/7/6 12:26:11","","CK1507060010"
"760","0101","1","1.000000","19.540000","2015/7/6 20:11:52","热轧卷","RK1507060012"
"761","0101","3","","","2015/7/6 13:00:07","热轧卷","GA1507060023"
"762","0101","3","","","2015/7/6 13:09:08","热轧卷","GA1507060024"
"763","0101","1","1.000000","23.400000","2015/7/6 20:12:38","热轧卷","RK1507060014"
"764","0101","2","21.000000","8.590000","2015/7/7 4:50:04","","CK1507070001"
"765","0101","1","1.000000","4.250000","2015/7/5 12:05:11","热轧卷","RK1507050005"
"766","0101","3","","","2015/7/6 10:39:07","热轧卷","GA1507060004"
"767","0101","1","1.000000","4.600000","2015/7/7 8:53:47","热轧卷","RK1507070004"
"768","0101","1","1.000000","3.715000","2015/7/7 9:06:28","热轧卷","RK1507070037"
"769","0101","3","","","2015/7/6 11:09:06","热轧卷","GA1507060008"
"770","0101","3","","","2015/7/6 11:09:07","硅钢卷","GA1507060009"
"771","0101","2","2.000000","16.260000","2015/7/6 20:18:49","","CK1507060040"
"772","0101","1","1.000000","28.120000","2015/7/7 8:57:01","热轧卷","RK1507070012"
"773","0101","1","1.000000","20.650000","2015/7/4 8:19:18","热轧卷","RK1507040004"
"774","0101","1","1.000000","8.570000","2015/7/4 22:46:23","热轧卷","RK1507040013"
"775","0101","1","1.000000","2.770000","2015/7/4 22:54:22","热轧卷","RK1507040037"
"776","0101","2","131.000000","29.330000","2015/7/5 10:17:43","","CK1507050001"
"777","0101","2","1.000000","4.135000","2015/7/6 13:37:47","","CK1507060015"
"778","0101","2","1.000000","3.525000","2015/7/6 21:38:37","","CK1507060044"
"779","0101","1","1.000000","2.860000","2015/7/7 9:02:47","热轧卷","RK1507070025"
"780","0101","1","1.000000","12.860000","2015/7/7 9:05:51","热轧卷","RK1507070035"
"781","0101","1","1.000000","16.370000","2015/7/6 10:55:51","直发卷","RK1507060002"
"782","0101","3","","","2015/7/6 11:12:08","热轧卷","GA1507060010"
"783","0101","1","1.000000","4.640000","2015/7/4 22:48:41","热轧卷","RK1507040019"
"784","0101","3","","","2015/7/6 10:15:07","热轧卷","GA1507060002"
"785","0101","1","1.000000","3.200000","2015/7/4 22:47:59","热轧卷","RK1507040017"
"786","0101","3","","","2015/7/6 14:03:04","热轧卷","GA1507060026"
"787","0101","3","1.000000","21.270000","2015/7/6 12:08:21","","GH1507060001"
"788","0101","2","1.000000","9.630000","2015/7/6 12:24:56","","CK1507060008"
"789","0101","1","1.000000","8.385000","2015/7/5 12:26:28","热轧卷","RK1507050025"
"790","0101","2","44.000000","98.440000","2015/7/5 15:00:44","","CK1507050009"
"791","0101","3","","","2015/7/6 10:57:04","热卷","GA1507060007"
"792","0101","3","","","2015/7/6 14:39:08","热轧卷","GA1507060027"
"793","0101","3","","","2015/7/6 14:51:06","热轧卷","GA1507060030"
"794","0101","3","","","2015/7/6 14:54:05","热轧卷","GA1507060031"
"795","0101","3","","","2015/7/6 14:57:10","热轧卷","GA1507060032"
"796","0101","1","1.000000","3.180000","2015/7/4 22:54:39","热轧卷","RK1507040038"
"797","0101","2","2.000000","37.980000","2015/7/6 14:28:42","","CK1507060016"
"798","0101","2","1.000000","29.180000","2015/7/4 17:06:32","","CK1507040013"
"799","0101","3","","","2015/7/6 15:18:11","热轧卷","GA1507060034"
"800","0101","3","","","2015/7/6 15:21:07","热轧卷","GA1507060035"
"801","0101","2","1.000000","4.070000","2015/7/6 15:45:42","","CK1507060018"
"802","0101","1","1.000000","17.320000","2015/7/4 8:22:00","热轧卷","RK1507040010"
"803","0101","3","","","2015/7/6 14:51:03","热卷","GA1507060029"
"804","0101","1","1.000000","3.480000","2015/7/4 22:54:56","热轧卷","RK1507040039"
"805","0101","2","11.000000","16.890000","2015/7/4 12:26:13","","CK1507040006"
"806","0101","1","1.000000","3.680000","2015/7/4 22:49:59","热轧卷","RK1507040023"
"807","0101","2","1.000000","21.440000","2015/7/6 12:26:31","","CK1507060011"
"808","0101","2","2.000000","37.180000","2015/7/6 15:28:40","","CK1507060017"
"809","0101","3","","","2015/7/6 11:18:05","热轧卷","GA1507060011"
"810","0101","3","","","2015/7/6 11:18:10","热轧卷","GA1507060012"
"811","0101","2","1.000000","9.355000","2015/7/7 11:22:23","","CK1507070007"
"812","0101","1","1.000000","20.660000","2015/7/4 8:19:45","热轧卷","RK1507040005"
"813","0101","2","1022.000000","86.535000","2015/7/4 12:11:41","","CK1507040005"
"814","0101","2","460.000000","44.830000","2015/7/4 14:07:53","","CK1507040009"
"815","0101","1","1.000000","2.030000","2015/7/5 12:03:18","热轧卷","RK1507050001"
"816","0101","1","1.000000","18.150000","2015/7/5 12:24:24","热轧卷","RK1507050021"
"817","0101","3","","","2015/7/6 15:42:08","热轧卷","GA1507060037"
"818","0101","3","","","2015/7/6 15:45:04","热轧卷","GA1507060038"
"819","0101","2","1.000000","8.385000","2015/7/6 15:46:47","","CK1507060019"
"820","0101","2","1.000000","29.500000","2015/7/6 16:01:52","","CK1507060021"
"821","0101","3","","","2015/7/6 16:06:20","热轧卷","GA1507060040"
"822","0101","1","1.000000","3.200000","2015/7/5 12:11:44","热轧卷","RK1507050019"
"823","0101","1","1.000000","9.830000","2015/7/4 22:50:36","热轧卷","RK1507040025"
"824","0101","2","241.000000","11.260000","2015/7/6 16:24:20","","CK1507060023"
"825","0101","2","12.000000","22.630000","2015/7/6 17:04:00","","CK1507060028"
"826","0101","1","1.000000","11.360000","2015/7/4 22:51:53","热轧卷","RK1507040029"
"827","0101","1","1.000000","18.220000","2015/7/6 10:52:53","直发卷","RK1507060001"
"828","0101","1","1.000000","3.470000","2015/7/7 8:55:08","热轧卷","RK1507070008"
"829","0101","1","1.000000","28.100000","2015/7/7 8:58:45","热轧卷","RK1507070015"
"830","0101","2","1.000000","8.180000","2015/7/4 13:05:39","","CK1507040008"
"831","0101","2","40.000000","28.690000","2015/7/5 14:52:02","","CK1507050008"
"832","0101","1","1.000000","24.240000","2015/7/6 20:10:13","热轧卷","RK1507060007"
"833","0101","2","1.000000","19.140000","2015/7/6 20:52:35","","CK1507060042"
"834","0101","1","1.000000","4.650000","2015/7/5 12:07:01","热轧卷","RK1507050009"
"835","0101","1","1.000000","11.170000","2015/7/5 12:08:46","热轧卷","RK1507050013"
"836","0101","3","","","2015/7/6 11:42:10","热轧卷","GA1507060019"
"837","0101","3","","","2015/7/6 11:42:12","热轧卷","GA1507060020"
"838","0101","2","268.000000","27.660000","2015/7/6 16:44:22","","CK1507060025"
"839","0101","1","1.000000","7.330000","2015/7/5 12:25:20","热轧卷","RK1507050023"
"840","0101","2","30.000000","39.400000","2015/7/6 16:52:45","","CK1507060026"
"841","0101","2","2.000000","15.090000","2015/7/6 17:06:54","","CK1507060029"
"842","0101","2","63.000000","22.550000","2015/7/6 23:10:33","","CK1507060046"
"843","0101","1","1.000000","25.980000","2015/7/7 8:56:43","热轧卷","RK1507070011"
"844","0101","1","1.000000","2.150000","2015/7/7 9:01:33","热轧卷","RK1507070021"
"845","0101","1","1.000000","13.050000","2015/7/7 9:04:10","热轧卷","RK1507070029"
"846","0101","1","2.000000","14.710000","2015/7/4 8:18:19","硅钢卷","RK1507040002"
"847","0101","1","1.000000","10.220000","2015/7/4 22:52:10","热轧卷","RK1507040030"
"848","0101","1","1.000000","2.590000","2015/7/5 12:09:13","热轧卷","RK1507050014"
"849","0101","1","1.000000","7.665000","2015/7/5 12:36:03","热轧卷","RK1507050028"
"850","0101","2","1.000000","4.630000","2015/7/5 12:39:10","","CK1507050005"
"851","0101","2","3.000000","64.320000","2015/7/6 16:40:51","","CK1507060024"
"852","0101","1","1.000000","24.130000","2015/7/6 20:11:32","热轧卷","RK1507060011"
"853","0101","1","1.000000","11.730000","2015/7/7 8:53:06","热轧卷","RK1507070002"
"854","0101","1","1.000000","3.950000","2015/7/7 9:03:06","热轧卷","RK1507070026"
"855","0101","1","1.000000","12.115000","2015/7/7 9:04:45","热轧卷","RK1507070031"
"856","0101","1","1.000000","12.420000","2015/7/7 9:05:18","热轧卷","RK1507070033"
"857","0101","1","1.000000","13.170000","2015/7/7 9:06:45","热轧卷","RK1507070038"
"858","0101","1","1.000000","3.130000","2015/7/4 22:48:19","热轧卷","RK1507040018"
"859","0101","1","1.000000","32.860000","2015/7/7 8:59:06","热轧卷","RK1507070016"
"860","0101","1","1.000000","5.210000","2015/7/4 22:52:46","热轧卷","RK1507040032"
"861","0101","2","1.000000","5.690000","2015/7/6 18:00:52","","CK1507060034"
"862","0101","2","1.000000","26.790000","2015/7/6 18:02:28","","CK1507060035"
"863","0101","1","1.000000","6.650000","2015/7/4 22:53:03","热轧卷","RK1507040033"
"864","0101","1","1.000000","6.420000","2015/7/5 12:12:15","热轧卷","RK1507050020"
"865","0101","2","74.000000","5.700000","2015/7/5 15:38:27","","CK1507050010"
"866","0101","2","1.000000","8.950000","2015/7/6 17:28:10","","CK1507060030"
"867","0101","1","1.000000","12.665000","2015/7/4 22:55:33","热轧卷","RK1507040041"
"868","0101","2","1.000000","23.800000","2015/7/6 12:25:24","","CK1507060009"
"869","0101","1","1.000000","11.730000","2015/7/7 8:54:48","热轧卷","RK1507070007"
"870","0101","1","1.000000","20.340000","2015/7/7 8:56:05","热轧卷","RK1507070009"
"871","0101","1","1.000000","7.680000","2015/7/4 8:18:50","热轧卷","RK1507040003"
"872","0101","1","1.000000","8.130000","2015/7/5 12:03:48","热轧卷","RK1507050002"
"873","0101","2","63.000000","22.600000","2015/7/5 17:35:25","","CK1507050012"
"874","0101","1","1.000000","7.150000","2015/7/4 22:46:42","热轧卷","RK1507040014"
"875","0101","1","1.000000","32.940000","2015/7/7 8:58:27","热轧卷","RK1507070014"
"876","0101","1","1.000000","3.150000","2015/7/4 22:53:25","热轧卷","RK1507040034"
"877","0101","1","1.000000","2.560000","2015/7/5 12:04:45","热轧卷","RK1507050004"
"878","0101","3","","","2015/7/6 11:33:06","热轧卷","GA1507060018"
"879","0101","2","1.000000","10.160000","2015/7/6 20:26:26","","CK1507060041"
"880","0101","2","1.000000","31.220000","2015/7/6 20:54:38","","CK1507060043"
"881","0101","2","1.000000","4.600000","2015/7/7 8:16:31","","CK1507070003"
"882","0101","2","1.000000","22.280000","2015/7/6 12:45:23","","CK1507060012"
"883","0101","1","1.000000","24.520000","2015/7/7 8:58:09","热轧卷","RK1507070013"
"884","0101","1","1.000000","5.380000","2015/7/7 9:05:34","热轧卷","RK1507070034"
"885","0101","1","1.000000","4.990000","2015/7/7 8:53:28","热轧卷","RK1507070003"
"886","0101","1","1.000000","24.280000","2015/7/4 8:17:13","热轧卷","RK1507040001"
"887","0101","1","1.000000","8.215000","2015/7/4 22:51:15","热轧卷","RK1507040027"
"888","0101","2","5.000000","32.620000","2015/7/6 9:32:08","","CK1507060003"
"889","0101","3","","","2015/7/6 10:06:04","热轧卷","GA1507060000"
"890","0101","1","1.000000","6.365000","2015/7/7 9:02:27","热轧卷","RK1507070024"
"891","0101","1","1.000000","8.115000","2015/7/7 9:03:43","热轧卷","RK1507070028"
"892","0101","1","1.000000","8.690000","2015/7/4 22:50:18","热轧卷","RK1507040024"
"893","0101","1","1.000000","3.725000","2015/7/5 12:34:43","热轧卷","RK1507050026"
"894","0101","3","1.000000","22.550000","2015/7/6 13:04:32","","GH1507060002"
"895","0101","2","1.000000","30.820000","2015/7/6 17:44:13","","CK1507060031"
"896","0101","1","1.000000","25.940000","2015/7/6 20:12:12","热轧卷","RK1507060013"
"897","0101","1","1.000000","20.420000","2015/7/5 12:36:38","热轧卷","RK1507050029"
"898","0101","2","38.000000","38.880000","2015/7/6 16:56:54","","CK1507060027"
"899","0101","1","1.000000","21.330000","2015/7/4 8:21:34","热轧卷","RK1507040009"
"900","0101","1","1.000000","6.755000","2015/7/4 22:51:34","热轧卷","RK1507040028"
"901","0101","3","","","2015/7/6 10:51:05","热轧卷","GA1507060005"
"902","0101","3","","","2015/7/6 10:51:06","热轧卷","GA1507060006"
"903","0101","3","","","2015/7/6 12:39:06","热轧卷","GA1507060021"
"904","0101","3","","","2015/7/6 12:42:04","热轧卷","GA1507060022"
"905","0101","2","61.000000","29.870000","2015/7/7 10:42:37","","CK1507070005"
"906","0101","2","1.000000","5.850000","2015/7/4 9:30:55","","CK1507040002"
"907","0101","1","1.000000","29.160000","2015/7/8 12:02:06","热卷","RK1507080017"
"908","0101","2","8.000000","25.800000","2015/7/8 12:07:18","","CK1507080004"
"909","0101","1","3.000000","64.810000","2015/7/8 12:15:25","热卷","RK1507080021"
"910","0101","1","3.000000","66.930000","2015/7/8 12:40:03","热卷","RK1507080032"
"911","0101","3","","","2015/7/7 14:39:04","热轧卷","GA1507070005"
"912","0101","3","","","2015/7/7 14:39:06","热轧卷","GA1507070006"
"913","0101","1","1.000000","28.970000","2015/7/8 13:33:02","热卷","RK1507080036"
"914","0101","1","1.000000","29.360000","2015/7/8 13:37:18","热卷","RK1507080039"
"915","0101","1","1.000000","18.650000","2015/7/8 13:38:42","热卷","RK1507080041"
"916","0101","3","","","2015/7/7 14:54:05","热轧卷","GA1507070007"
"917","0101","3","","","2015/7/7 14:54:09","热轧卷","GA1507070008"
"918","0101","1","1.000000","29.470000","2015/7/8 13:30:08","热卷","RK1507080033"
"919","0101","1","1.000000","19.220000","2015/7/8 13:32:22","花纹卷","RK1507080035"
"920","0101","1","2.000000","58.553000","2015/7/8 13:38:15","热卷","RK1507080040"
"921","0101","1","1.000000","22.400000","2015/7/8 13:42:29","热卷","RK1507080042"
"922","0101","1","2.000000","58.170000","2015/7/8 13:46:27","热卷","RK1507080044"
"923","0101","1","1.000000","29.060000","2015/7/8 13:48:58","热卷","RK1507080048"
"924","0101","1","1.000000","19.744000","2015/7/8 13:50:01","热卷","RK1507080050"
"925","0101","1","1.000000","29.120000","2015/7/8 12:13:30","热卷","RK1507080018"
"926","0101","1","2.000000","58.630000","2015/7/8 13:47:07","热卷","RK1507080045"
"927","0101","2","4.000000","24.065000","2015/7/8 14:29:45","","CK1507080009"
"928","0101","3","","","2015/7/8 14:48:18","热卷","GA1507080006"
"929","0101","3","","","2015/7/8 10:51:04","热轧卷","GA1507080000"
"930","0101","1","2.000000","39.730000","2015/7/8 12:27:02","热卷","RK1507080023"
"931","0101","1","1.000000","22.390000","2015/7/8 13:30:48","热卷","RK1507080034"
"932","0101","2","209.000000","24.500000","2015/7/7 15:25:50","","CK1507070014"
"933","0101","3","1.000000","28.420000","2015/7/7 17:03:08","","GH1507070001"
"934","0101","2","1.000000","26.580000","2015/7/8 16:41:16","","CK1507080011"
"935","0101","2","64.000000","11.655000","2015/7/7 14:23:02","","CK1507070013"
"936","0101","2","1.000000","7.820000","2015/7/7 16:27:52","","CK1507070017"
