"   ","DEPTID","TYPE","NUM","WEIGHT","BILLDATE","KIND","BILLNO"
"937","0101","1","1.000000","24.940000","2015/7/8 9:39:28","直发卷","RK1507080002"
"938","0101","3","","","2015/7/8 16:12:09","热轧卷","GA1507080014"
"939","0101","3","1.000000","24.360000","2015/7/8 16:15:37","","GZ1507080000"
"940","0101","3","","","2015/7/8 16:51:04","热轧卷","GA1507080015"
"941","0101","2","2.000000","30.285000","2015/7/7 18:47:14","","CK1507070023"
"942","0101","2","1.000000","8.595000","2015/7/8 12:09:20","","CK1507080006"
"943","0101","2","1.000000","3.640000","2015/7/8 12:09:01","","CK1507080005"
"944","0101","2","1.000000","16.290000","2015/7/9 6:16:02","","CK1507090002"
"945","0101","2","1.000000","22.620000","2015/7/8 17:26:12","","CK1507080012"
"946","0101","1","4.000000","42.690000","2015/7/9 9:10:15","商品卷","RK1507090001"
"947","0101","1","1.000000","3.730000","2015/7/9 9:23:56","热轧卷","RK1507090037"
"948","0101","3","","","2015/7/7 16:21:08","热轧卷","GA1507070019"
"949","0101","2","1.000000","19.480000","2015/7/8 18:59:51","","CK1507080018"
"950","0101","3","","","2015/7/9 12:03:05","热轧卷","GA1507090003"
"951","0101","3","","","2015/7/8 15:54:08","热轧卷","GA1507080013"
"952","0101","1","1.000000","8.170000","2015/7/9 9:17:36","热轧卷","RK1507090020"
"953","0101","1","1.000000","6.890000","2015/7/9 9:21:34","热轧卷","RK1507090029"
"954","0101","1","1.000000","6.380000","2015/7/9 9:23:38","热轧卷","RK1507090036"
"955","0101","1","1.000000","3.155000","2015/7/9 9:29:25","热轧卷","RK1507090052"
"956","0101","1","1.000000","10.055000","2015/7/9 9:29:42","热轧卷","RK1507090053"
"957","0101","2","80.000000","27.630000","2015/7/9 10:44:09","","CK1507090004"
"958","0101","3","","","2015/7/9 10:51:05","热轧卷","GA1507090001"
"959","0101","1","1.000000","5.800000","2015/7/9 9:14:27","热轧卷","RK1507090010"
"960","0101","1","1.000000","3.590000","2015/7/9 9:20:23","热轧卷","RK1507090025"
"961","0101","3","","","2015/7/8 10:57:05","热轧卷","GA1507080002"
"962","0101","3","","","2015/7/8 11:03:04","热轧卷","GA1507080003"
"963","0101","1","2.000000","38.260000","2015/7/8 11:14:09","花纹卷","RK1507080008"
"964","0101","2","1.000000","7.905000","2015/7/8 18:58:43","","CK1507080017"
"965","0101","1","1.000000","10.530000","2015/7/9 9:16:05","热轧卷","RK1507090015"
"966","0101","1","1.000000","7.310000","2015/7/9 9:16:25","热轧卷","RK1507090016"
"967","0101","1","1.000000","5.715000","2015/7/9 9:27:47","热轧卷","RK1507090047"
"968","0101","1","2.000000","38.450000","2015/7/8 11:57:36","热卷","RK1507080012"
"969","0101","1","1.000000","5.455000","2015/7/9 9:26:02","热轧卷","RK1507090041"
"970","0101","3","","","2015/7/7 16:42:07","热轧卷","GA1507070020"
"971","0101","2","1.000000","5.780000","2015/7/8 12:14:28","","CK1507080007"
"972","0101","1","1.000000","4.555000","2015/7/9 9:25:43","热轧卷","RK1507090040"
"973","0101","1","1.000000","10.620000","2015/7/9 9:26:56","热轧卷","RK1507090044"
"974","0101","1","5.000000","98.435000","2015/7/8 12:31:41","热卷","RK1507080025"
"975","0101","2","159.000000","23.230000","2015/7/8 19:20:43","","CK1507080019"
"976","0101","1","1.000000","3.420000","2015/7/9 9:12:19","热轧卷","RK1507090004"
"977","0101","3","","","2015/7/7 15:00:04","热轧卷","GA1507070010"
"978","0101","3","","","2015/7/7 17:03:04","热轧卷","GA1507070021"
"979","0101","1","1.000000","22.270000","2015/7/8 16:43:27","直发卷","RK1507080053"
"980","0101","1","1.000000","4.260000","2015/7/9 9:25:25","热轧卷","RK1507090039"
"981","0101","2","1.000000","29.530000","2015/7/9 11:54:22","","CK1507090005"
"982","0101","3","","","2015/7/9 13:03:04","热轧卷","GA1507090006"
"983","0101","1","3.000000","88.000000","2015/7/8 11:58:22","热卷","RK1507080013"
"984","0101","1","2.000000","44.860000","2015/7/8 12:00:14","热卷","RK1507080015"
"985","0101","1","1.000000","2.480000","2015/7/9 9:15:26","热轧卷","RK1507090013"
"986","0101","1","1.000000","9.430000","2015/7/9 9:27:29","热轧卷","RK1507090046"
"987","0101","1","1.000000","9.255000","2015/7/9 9:30:49","热轧卷","RK1507090057"
"988","0101","2","271.000000","21.270000","2015/7/7 20:19:45","","CK1507070027"
"989","0101","1","1.000000","3.695000","2015/7/9 9:31:18","热轧卷","RK1507090058"
"990","0101","2","1.000000","30.020000","2015/7/7 21:29:05","","CK1507070031"
"991","0101","1","2.000000","58.300000","2015/7/8 11:54:50","热卷","RK1507080010"
"992","0101","1","1.000000","3.660000","2015/7/9 9:15:08","热轧卷","RK1507090012"
"993","0101","3","","","2015/7/9 10:06:07","热轧卷","GA1507090000"
"994","0101","3","","","2015/7/9 13:21:04","热轧卷","GA1507090007"
"995","0101","2","1.000000","12.090000","2015/7/7 14:18:44","","CK1507070012"
"996","0101","2","28.000000","536.269000","2015/7/7 20:32:10","","CK1507070028"
"997","0101","2","693.000000","33.888000","2015/7/7 22:29:21","","CK1507070032"
"998","0101","1","1.000000","5.190000","2015/7/9 9:13:38","热轧卷","RK1507090007"
"999","0101","3","","","2015/7/7 15:15:05","热轧卷","GA1507070013"
"1000","0101","2","19.000000","19.730000","2015/7/8 16:01:00","","CK1507080010"
