"GM0","0101","上海宝钢运输有限公司","20130105","15",""
"GM0","0101","上海宝钢运输有限公司","20130107","15",""
"GM0","0101","上海宝钢运输有限公司","20130106","15",""
"GM0","0101","上海宝钢运输有限公司","20130108","15",""
"GM0","0101","上海宝钢运输有限公司","20130212","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130129","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130314","31","308.640000"
"GM0","0101","上海宝钢运输有限公司","20130123","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130206","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130208","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130303","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130214","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130201","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130306","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130119","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130205","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130130","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130308","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130211","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130307","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130225","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130320","31","308.640000"
"GM0","0101","上海宝钢运输有限公司","20130221","35","382.990000"
"GM0","0101","上海宝钢运输有限公司","20130313","31","308.640000"
"GM0","0101","上海宝钢运输有限公司","20130220","34","365.060000"
"GM0","0101","上海宝钢运输有限公司","20130324","33","346.670000"
"GM0","0101","上海宝钢运输有限公司","20130204","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130330","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130111","33","433.220000"
"GM0","0101","上海宝钢运输有限公司","20130128","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130329","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130110","33","433.220000"
"GM0","0101","上海宝钢运输有限公司","20130331","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130222","35","382.990000"
"GM0","0101","上海宝钢运输有限公司","20130322","33","346.670000"
"GM0","0101","上海宝钢运输有限公司","20130125","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130227","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130406","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130228","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130319","31","308.640000"
"GM0","0101","上海宝钢运输有限公司","20130226","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130310","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130207","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130112","33","433.220000"
"GM0","0101","上海宝钢运输有限公司","20130317","31","308.640000"
"GM0","0101","上海宝钢运输有限公司","20130326","39","460.270000"
"GM0","0101","上海宝钢运输有限公司","20130321","33","346.670000"
"GM0","0101","上海宝钢运输有限公司","20130116","33","433.220000"
"GM0","0101","上海宝钢运输有限公司","20130114","33","433.220000"
"GM0","0101","上海宝钢运输有限公司","20130410","29","270.090000"
