"RK1501100060","0101","BGSA150109002263I5J0000229","","20","","2015/1/10 14:01:37","宝山钢铁股份有限公司","KH06759","1818","肖萍","2015/1/10 14:01:55","","PZ001001004","热卷","SPHC","宝钢","","I5J0000229","GZ000005","鑫益","061","","I5J0000229","1.0000","5.8800","5.8800","I5J0000229","2015/1/10 14:01:37","4.52*1293*C","2015/1/10 14:01:43","1818","2015/1/10 14:09:28","1818","0","室内库","0","","","2015/1/10 14:01:37","2015/1/10 14:01:37","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501100079","0101","BGSA150109002014I5J0000291","","20","","2015/1/10 14:10:39","宝山钢铁股份有限公司","KH06759","1818","肖萍","2015/1/10 14:10:58","","PZ001001004","热卷","IF-1","宝钢","","I5J0000291","GZ002594","鑫益","061","","I5J0000291","1.0000","14.7100","14.7100","I5J0000291","2015/1/10 14:10:39","3.80*1732*C","2015/1/10 14:10:45","1818","2015/1/10 14:18:30","1818","0","室内库","0","","","2015/1/10 14:10:39","2015/1/10 14:10:39","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501090012","0101","BGSA150108000053I5J0000077","","20","","2015/1/9 9:23:39","宝山钢铁股份有限公司","KH06759","100003","钱晓平","2015/1/9 9:23:57","","PZ001001004","热卷","MHS-2","宝钢","","I5J0000077","GZ003666","鑫益","061","","I5J0000077","1.0000","27.3400","27.3400","I5J0000077","2015/1/9 9:23:39","5.02*1465*C","2015/1/9 9:23:59","100003","2015/1/9 9:31:44","100003","0","室内库","0","","","2015/1/9 9:23:39","2015/1/9 9:23:39","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501090023","0101","BGSA150108000053I5J0000087","","20","","2015/1/9 9:32:00","宝山钢铁股份有限公司","KH06759","100003","钱晓平","2015/1/9 9:33:07","","PZ001001004","热卷","Q460C","宝钢","","I5J0000087","GZ003059","鑫益","061","","I5J0000087","1.0000","20.2000","20.2000","I5J0000087","2015/1/9 9:32:00","1.82*1071*C","2015/1/9 9:33:07","100003","2015/1/9 9:40:49","100003","0","室内库","0","","","2015/1/9 9:32:00","2015/1/9 9:32:00","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501100099","0101","BGSA150110000002I5J0000240","","20","","2015/1/10 20:05:22","宝山钢铁股份有限公司","KH06759","100060","潘华良","2015/1/10 20:05:43","","PZ001001010","热轧卷","IF-1","宝钢","","I5J0000240","GZ002594","鑫益","061","","I5J0000240","1.0000","26.7000","26.7000","I5J0000240","2015/1/10 20:05:22","4.03*1417*C","2015/1/10 20:05:31","100060","2015/1/10 20:13:15","100060","0","室内库","0","","","2015/1/10 20:05:22","2015/1/10 20:05:22","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501100108","0101","BGSA150110000002I5J0000239","","20","","2015/1/10 20:10:27","宝山钢铁股份有限公司","KH06759","100060","潘华良","2015/1/10 20:10:44","","PZ001001010","热轧卷","IF-1","宝钢","","I5J0000239","GZ002594","鑫益","061","","I5J0000239","1.0000","26.6100","26.6100","I5J0000239","2015/1/10 20:10:27","4.03*1417*C","2015/1/10 20:10:33","100060","2015/1/10 20:18:16","100060","0","室内库","0","","","2015/1/10 20:10:27","2015/1/10 20:10:27","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501100133","0101","BGSA150109002014I5J0000299","","20","","2015/1/10 21:04:28","宝山钢铁股份有限公司","KH06759","100060","潘华良","2015/1/10 21:04:42","","PZ001001010","热轧卷","IF-1","宝钢","","I5J0000299","GZ002594","鑫益","061","","I5J0000299","1.0000","4.8500","4.8500","I5J0000299","2015/1/10 21:04:28","3.02*1370*C","2015/1/10 21:04:31","100060","2015/1/10 21:12:14","100060","0","室内库","0","","","2015/1/10 21:04:28","2015/1/10 21:04:28","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501090039","0101","BGSA150108002046I5J0000220","","20","","2015/1/9 15:36:23","宝山钢铁股份有限公司","KH06759","100003","钱晓平","2015/1/9 15:36:39","","PZ001001004","热卷","SS330","宝钢","","I5J0000220","GZ000617","鑫益","061","","I5J0000220","1.0000","6.5500","6.5500","I5J0000220","2015/1/9 15:36:23","2.21*981*C","2015/1/9 15:36:41","100003","2015/1/9 15:44:23","100003","0","室内库","0","","","2015/1/9 15:36:23","2015/1/9 15:36:23","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501070123","0101","BGSA150106002079I5J0000055","","20","","2015/1/7 11:01:41","宝山钢铁股份有限公司","KH06759","100003","钱晓平","2015/1/7 11:02:03","","PZ001001004","热卷","SS400","宝钢","","I5J0000055","GZ000180","鑫益","061","","I5J0000055","1.0000","4.1700","4.1700","I5J0000055","2015/1/7 11:01:41","3.22*1108*C","2015/1/7 11:02:04","100003","2015/1/7 11:09:45","100003","0","室内库","0","","","2015/1/7 11:01:41","2015/1/7 11:01:41","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501080018","0101","BGSA150107002043I5J0000145","","20","","2015/1/8 8:51:19","宝山钢铁股份有限公司","KH06759","100003","钱晓平","2015/1/8 8:51:34","","PZ001001004","热卷","Q500D","宝钢","","I5J0000145","GZ002316","鑫益","061","","I5J0000145","1.0000","8.7100","8.7100","I5J0000145","2015/1/8 8:51:19","1.62*995*C","2015/1/8 8:51:34","100003","2015/1/8 8:59:15","100003","0","室内库","0","","","2015/1/8 8:51:19","2015/1/8 8:51:19","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501100018","0101","BGSA150109002017I5J0000320","","20","","2015/1/10 8:28:23","宝山钢铁股份有限公司","KH06759","1818","肖萍","2015/1/10 8:28:51","","PZ001001004","热卷","SS400","宝钢","","I5J0000320","GZ000180","鑫益","061","","I5J0000320","1.0000","22.6000","22.6000","I5J0000320","2015/1/10 8:28:23","9.46*1025*C","2015/1/10 8:28:42","1818","2015/1/10 8:36:26","1818","0","室内库","0","","","2015/1/10 8:28:23","2015/1/10 8:28:23","","","","","","","","","","1","","0","0.0000","0","","","","","0"
