"BGSA","F013029997","1J134150800","5CJ000580102","4275.000","4375.000","","2011/4/16 11:18:11","","","","","","","","","","L1E0010808","","","","","","","","","",""
"BGSA","F013029997","1J134150800","5CJ000580103","1765.000","1806.000","","2011/4/16 11:18:12","","","","","","","","","","L1E0010800","","","","","","","","","",""
"BGSY","H07102873","1H07104160103","R1087604702","14110.000","14110.000","1","2011/4/16 11:18:12","","","","","1713","0","0","117317","","I1E0014241","","","","","","","","","",""
