"   ","OWNER_NUM","MANU_ID","CONTRACT_ITEM_NUM","RESOURCE_NUM","INPUT_STACKING_NUM","PICK_NUM","PACK_NUM","UNIT_WEIGHT","WEIGHT_THEO","N_PACK","TIME_RECEIVE","TIME_PROC","PROC_MARK","ERROR_TEXT1","ERROR_TEXT2","WS_FLAG","WS_DATE","SEG_NO","DEPTID","EXTSYSID","EXTSYSSTACKID","GRADE_NUM","DOWNLOADFLAG","LENGTH_PRODUCT","LENGTH_PRODUCT_MAX","LENGTH_PRODUCT_MIN","HEAT_NUM","TEST_LOT_NUM","OPTFLAG","VEHICLE_CODE","PRODUCT_DSCR","SHOPSIGN","STACKING_WEIGHT","STACKING_COUNT","DELIVERY_DATE_CHR","M_CONTRACT_ITEM_NUM","SPEC1","SPEC3","SPEC5","PPFLAG","SCAN_FLAG"
"69","GM0","BGNA","TI15130700323","I3E0014282","F013033047","3F01307210201","85324702300","24.93","24.93","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.5*1250*C","0","1039320","1039320","0","219713","","0","30721003&@梅盛1999","直发卷","Q235D","173.95","7","20130721","TI15130700323","","","","0","0"
"70","GM0","BGNA","TI15130700323","I3E0014282","F013033047","3F01307210201","85324701700","24.87","24.87","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.5*1250*C","0","1043538","1043538","0","219713","","0","30721003&@梅盛1999","直发卷","Q235D","173.95","7","20130721","TI15130700323","","","","0","0"
"71","GM0","BGNA","TI15130700323","I3E0014282","F013033047","3F01307210201","85324701600","24.95","24.95","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.5*1250*C","0","1041162","1041162","0","219714","","0","30721003&@梅盛1999","直发卷","Q235D","173.95","7","20130721","TI15130700323","","","","0","0"
"72","GM0","BGNA","TI15130700323","I3E0014282","F013033047","3F01307210201","85324702100","24.95","24.95","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.5*1250*C","0","1042496","1042496","0","219713","","0","30721003&@梅盛1999","直发卷","Q235D","173.95","7","20130721","TI15130700323","","","","0","0"
"73","GM0","BGNA","TI15130700323","I3E0014282","F013033047","3F01307210201","85324701400","24.45","24.45","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.5*1250*C","0","1020444","1020444","0","219712","","0","30721003&@梅盛1999","直发卷","Q235D","173.95","7","20130721","TI15130700323","","","","0","0"
"74","GM0","BGNA","TI15130700323","I3E0014282","F013033047","3F01307210201","85324702000","24.85","24.85","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.5*1250*C","0","1041624","1041624","0","219713","","0","30721003&@梅盛1999","直发卷","Q235D","173.95","7","20130721","TI15130700323","","","","0","0"
"75","GM0","BGNA","TI15130700323","I3E0014282","F013033047","3F01307210201","85324702400","24.95","24.95","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.5*1250*C","0","1040416","1040416","0","219713","","0","30721003&@梅盛1999","直发卷","Q235D","173.95","7","20130721","TI15130700323","","","","0","0"
"76","GM0","BGNA","TI15130700328","I3E0014283","F013033019","3F01307201801","85324700200","24.86","24.86","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.6*1250*C","0","1004476","1004476","0","219713","","0","30720007&@梅盛2008","直发卷","Q235D","24.86","1","20130721","TI15130700328","","","","0","0"
"77","GM0","BGNA","TI15130700321","I3E0014281","F073018682","3F07307210101","85360701100","29.12","29.12","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.5*1500*C","0","1021963","1021963","0","219656","","0","30721003&@梅盛1999","直发卷","Q235D","58.35","2","20130721","TI15130700321","","","","0","0"
"78","GM0","BGNA","TI15130700321","I3E0014281","F073018682","3F07307210101","85360701300","29.23","29.23","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.5*1500*C","0","1022879","1022879","0","219512","","0","30721003&@梅盛1999","直发卷","Q235D","58.35","2","20130721","TI15130700321","","","","0","0"
"79","GM0","BGNA","TI15130700348","I3E0014284","F073018689","3F07307210101","85344701900","29.1","29.1","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.6*1500*C","0","976913","976913","0","219655","","0","30721003&@梅盛1999","直发卷","Q235D","58.38","2","20130721","TI15130700348","","","","0","0"
"80","GM0","BGNA","TI15130700348","I3E0014284","F073018689","3F07307210101","85344702000","29.28","29.28","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.6*1500*C","0","982015","982015","0","219655","","0","30721003&@梅盛1999","直发卷","Q235D","58.38","2","20130721","TI15130700348","","","","0","0"
"81","GM0","BGNA","TI15130700321","I3E0014281","F073018693","3F07307210101","85360701000","29.18","29.18","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.5*1500*C","0","1016844","1016844","0","219656","","0","30721003&@梅盛1999","直发卷","Q235D","29.18","1","20130721","TI15130700321","","","","0","0"
"82","GM0","BGNA","TI15130700321","I3E0014281","F073018694","3F07307210101","85360701200","29.09","29.09","1","2013/7/21 15:38:48","","","","","0","","00100","0101","GM0","","2.5*1500*C","0","1025866","1025866","0","219512","","0","30721003&@梅盛1999","直发卷","Q235D","29.09","1","20130721","TI15130700321","","","","0","0"
"83","GM0","BGSY","TI15121203546","I3E0000896","H12300252","1H12301050601","R3000702700","25.35","25.35","1","2013/1/5 22:37:56","","","","","0","","00100","0101","GM0","","4*1500*C","0","1842","1842","0","851901","","0","钢联沪B95948","直发卷","Q235B","25.35","1","20130105","TI15121203546","","","","0","0"
"84","GM0","BGSY","TI15121203546","I3E0000896","H12300253","1H12301040501","R2291303900","25.32","25.32","1","2013/1/5 22:37:56","","","","","0","","00100","0101","GM0","","4*1500*C","0","1842","1842","0","851830","","0","钢联沪BL9767","直发卷","Q235B","25.32","1","20130105","TI15121203546","","","","0","0"
"85","GM0","BGSY","TI15121203546","I3E0000896","H07300122","1H07301040601","R2291304001","25.14","25.14","1","2013/1/6 1:07:55","","","","","0","","00100","0101","GM0","","4*1500*C","0","1819","1819","0","851838","","0","钢联沪BL9549","直发卷","Q235B","25.14","1","20130105","TI15121203546","","","","0","0"
"86","GM0","BGSY","TI15121203546","I3E0000896","H07300123","1H07301050301","R3000702501","25.16","25.16","1","2013/1/6 1:07:56","","","","","0","","00100","0101","GM0","","4*1500*C","0","1820","1820","0","851832","","0","沪BL3397","直发卷","Q235B","75.26","3","20130105","TI15121203546","","","","0","0"
"87","GM0","BGSY","TI15121203546","I3E0000896","H07300123","1H07301050301","R3000702601","25.13","25.13","1","2013/1/6 1:07:56","","","","","0","","00100","0101","GM0","","4*1500*C","0","1819","1819","0","851901","","0","沪BL3397","直发卷","Q235B","75.26","3","20130105","TI15121203546","","","","0","0"
"88","GM0","BGSY","TI15121203546","I3E0000896","H07300123","1H07301050301","R3000702801","24.97","24.97","1","2013/1/6 1:07:56","","","","","0","","00100","0101","GM0","","4*1500*C","0","1814","1814","0","851895","","0","沪BL3397","直发卷","Q235B","75.26","3","20130105","TI15121203546","","","","0","0"
"89","GM0","BGSY","TI15121203546","I3E0000896","H07300117","1H07301040601","R2291303701","25.21","25.21","1","2013/1/5 21:37:58","","","","","0","","00100","0101","GM0","","4*1500*C","0","1821","1821","0","851895","","0","钢联沪B96070","直发卷","Q235B","25.21","1","20130105","TI15121203546","","","","0","0"
"90","GM0","BGSY","TI15121203546","I3E0000896","H07300118","1H07301040601","R2291303801","25.13","25.13","1","2013/1/5 21:37:58","","","","","0","","00100","0101","GM0","","4*1500*C","0","1819","1819","0","851830","","0","钢联沪BK1743","直发卷","Q235B","25.13","1","20130105","TI15121203546","","","","0","0"
"91","GM0","BGSY","TI15121203546","I3E0000896","H12300268","1H12301040501","R2291304300","25.38","25.38","1","2013/1/6 1:37:55","","","","","0","","00100","0101","GM0","","4*1500*C","0","1842","1842","0","851830","","0","沪B26272","直发卷","Q235B","76.12","3","20130106","TI15121203546","","","","0","0"
"92","GM0","BGSY","TI15121203546","I3E0000896","H12300268","1H12301040501","R2291304500","25.48","25.48","1","2013/1/6 1:37:55","","","","","0","","00100","0101","GM0","","4*1500*C","0","1846","1846","0","851830","","0","沪B26272","直发卷","Q235B","76.12","3","20130106","TI15121203546","","","","0","0"
"93","GM0","BGSY","TI15121203546","I3E0000896","H12300268","1H12301040501","R2291304600","25.26","25.26","1","2013/1/6 1:37:55","","","","","0","","00100","0101","GM0","","4*1500*C","0","1838","1838","0","851887","","0","沪B26272","直发卷","Q235B","76.12","3","20130106","TI15121203546","","","","0","0"
"94","GM0","BGSY","TI15121203546","I3E0000896","H07300120","1H07301040601","R2291304201","25.14","25.14","1","2013/1/5 23:37:55","","","","","0","","00100","0101","GM0","","4*1500*C","0","1819","1819","0","851887","","0","钢联沪BK1743","直发卷","Q235B","50.35","2","20130105","TI15121203546","","","","0","0"
"95","GM0","BGSY","TI15121203546","I3E0000896","H07300120","1H07301040601","R2291304401","25.21","25.21","1","2013/1/5 23:37:55","","","","","0","","00100","0101","GM0","","4*1500*C","0","1821","1821","0","851835","","0","钢联沪BK1743","直发卷","Q235B","50.35","2","20130105","TI15121203546","","","","0","0"
"96","GM0","BGSY","TI15121203546","I3E0000896","H07300121","1H07301040601","R2291304101","25.27","25.27","1","2013/1/5 23:37:55","","","","","0","","00100","0101","GM0","","4*1500*C","0","1823","1823","0","851888","","0","钢联沪B95972","直发卷","Q235B","25.27","1","20130105","TI15121203546","","","","0","0"
"97","GM0","BGNA","TI15121203595","I3E0000932","F013006813","3F01302160101","81260701200","17.93","17.93","1","2013/2/16 11:37:55","","","","","0","","00100","0101","GM0","","2.5*1200*C","0","797908","797908","0","153930","","0","30216001&@梅盛2006","直发卷","SA414M GR.G","17.93","1","20130216","TI15121203595","","","","0","0"
"98","GM0","BGNA","TI15121203595","I3E0000932","F093001881","3F09302070201","81149700100","18.18","18.18","1","2013/2/7 23:38:00","","","","","0","","00100","0101","GM0","","2.5*1200*C","0","781034","781034","0","212260","","0","30207003&@梅盛1918","直发卷","SA414M GR.G","18.18","1","20130207","TI15121203595","","","","0","0"
"99","GM0","BGNA","TI15121203595","I3E0000932","F093001880","3F09302070201","81140700200","19.64","19.64","1","2013/2/7 23:37:59","","","","","0","","00100","0101","GM0","","2.5*1200*C","0","855072","855072","0","212260","","0","30207003&@梅盛1918","直发卷","SA414M GR.G","38.21","2","20130207","TI15121203595","","","","0","0"
