"   ","SEG_NO","OWNER_NUM","BILL_NUM","BILL_DATE","CUSTOM_NUM","CUSTOMER_ID","STOCK","ITEM_NUM","BILLSTATE","FETCH_PERSON","FETCH_PERSON_ID_CARD","DEPT_ID","DOWNLOADFLAG","DEPTID","RESOURCE_NUM","CONTRACT_ITEM_NUM","FILIALE_CODE","EXTSYSID","EXTSYSSTACKID","PLAN_COUNT","ACT_COUNT","VALID_START_DATE","VALID_END_DATE","SPECIAL_REQUEST","CONSIGNEE_NAME","CONSIGNEE_ADDR","CONSIGNEE_RESPNDER","CONSIGNEE_TELE","INSERT_TIME","OPTFLAG","EBS_BILL_BATCH_ID","OUT_SETTLE_TYPE","HOSING_PRICE"
"90","00001","BX","DC120102849","2012/1/31","C03745||","C03745","P00086","X120100660","40","","","01","0","0101","","TI15120101631","BX","BX","P00086","0.000000","0.000000","2012/1/31 16:56:46","2012/2/3 16:56:46","","","宝铁库","","","2012/1/31 17:45:32","0","","客户承担",""
"91","00001","BX","DC120200313","2012/2/3","C03677||","C03677","P00086","X120200145","40","","","01","0","0101","","TI15120101678","BX","BX","P00086","0.000000","0.000000","2012/2/3 14:24:29","2012/2/3 14:24:29","","","","","","2012/2/3 14:45:44","0","","客户承担",""
"92","00001","BX","DC120203481","2012/2/22","C04966||","C04966","P00086","X120200273","40","","","01","0","0101","","TI15120200198","BX","BX","P00086","0.000000","0.000000","2012/2/22 17:31:26","2012/2/22 17:31:26","","","","","","2012/2/22 17:49:02","0","","客户承担",""
"93","00001","BX","DC120203482","2012/2/22","C04966||","C04966","P00086","X120200273","40","","","01","0","0101","","TI15120200181","BX","BX","P00086","0.000000","0.000000","2012/2/22 17:31:26","2012/2/22 17:31:26","","","","","","2012/2/22 17:49:02","0","","客户承担",""
"94","00001","BX","DC120203475","2012/2/22","C04966||","C04966","P00086","X120200584","40","","","01","0","0101","","TI15120200506","BX","BX","P00086","0.000000","0.000000","2012/2/22 17:00:53","2012/2/22 17:00:53","","","","","","2012/2/22 17:49:02","0","","客户承担",""
"95","00001","BX","DC120102851","2012/1/31","C04966||","C04966","P00086","X111101149","40","","","01","0","0101","","TI15111102494","BX","BX","P00086","0.000000","0.000000","2012/1/31 17:06:46","2012/1/31 17:06:46","","","","","","2012/1/31 17:45:32","0","","客户承担",""
"96","00001","BX","DC120200362","2012/2/3","C04965||","C04965","P00086","X111201152","40","","","01","0","0101","","TI15111201078","BX","BX","P00086","0.000000","0.000000","2012/2/3 16:34:31","2012/2/3 16:34:31","","","","","","2012/2/3 16:45:42","0","","客户承担",""
"97","00001","BX","DC120204042","2012/2/27","C04965||","C04965","P00086","X120201082","40","","","01","0","0101","","TI15120201361","BX","BX","P00086","0.000000","0.000000","2012/2/27 16:39:46","2012/2/27 16:39:46","","","","","","2012/2/27 16:48:55","0","","客户承担",""
"98","00001","BX","DC120203651","2012/2/23","C03349||","C03349","P00086","X120200992","40","","","01","0","0101","","TI15120100365","BX","BX","P00086","0.000000","0.000000","2012/2/23 14:55:07","2012/2/26 14:55:07","","","宝铁库","","","2012/2/23 15:49:28","0","","客户承担",""
"99","00001","BX","DC120201769","2012/2/10","C04966||","C04966","P00086","X120200275","40","","","01","0","0101","","TI15120200185","BX","BX","P00086","0.000000","0.000000","2012/2/10 14:56:05","2012/2/10 14:56:05","","","","","","2012/2/10 15:46:45","0","","客户承担",""
