"   ","VLISTPACKID","DEPTID","VEHICLELISTID","GOODSID","PACKNUM","OUTPACKID","OUTBILLNO","OUTBARCODETIME","OUTBARCODEEMPNO","OUTBARCODESTATE","GRADENUM","KINDNAME","KINDNO","SHOPSIGNNAME","SHOPSIGNID","SHEETNUM","MANAGENUM","NETWEIGHT","GROSSWEIGHT","OWNERNAME","OWNERNO","GOODSLOC","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","FOREIGNLISTNO","COLLECTER","COLLECTERNAME","R_RECORD_CHANGE_FLAG","OPERATOR","SCAN","JGPOUNDWEIGHT","PLY","SENDFLAG","PRODSTOVENO","LOCLV1","LOCLV2"
"74","7c5e9988b8d447009a385201b6878e4a","0101","201404070026","5E4AA9AFD0B3426086A6ADFEB7CDB8C7","140223261S-04","824F219E2C11411EB639A03FE9480FB4","CK1403270020","2014/4/6 15:12:00","","已匹配","3.5*1250*1705","热轧开平板","PZ001005","SPHC","GZ000005","68.000000","SXJM梅山岗7140304Q","4.010000","4.010000","上海璟天实业有限公司","KH03186","KB1111","2014/4/7 15:12:32","100009","","","0","20140036","","","0","张永军","","0.000000","0","","","",""
"75","23ace1fe131741d284990cbeb3cc7be3","0101","201404020033","D74EA57DE76947848D0DA1E25628A694","41H10200700-02","D3CE009CC9A14182BCA3F9CAAF6408BE","CK1403280028","2014/4/2 12:10:59","","1","3.5*110*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","QR恒顺达66140224C","1.060000","1.060000","上海张轩贸易有限公司","KH01666","KB1111","2014/4/2 12:11:35","100034","","","0","20140328","100034","张永华","0","候宪丽","","0.000000","0","","","",""
"76","b2ff9d524acc416cb732e09346324816","0101","201404020033","BC2119E0A9084F1E82BA21E0FBB31634","41H10200700-05","00903F8DA2744352A0FA209FF144C261","CK1403280028","2014/4/2 12:10:59","","1","3.5*140*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","QR恒顺达66140224C","1.360000","1.360000","上海张轩贸易有限公司","KH01666","KB1111","2014/4/2 12:11:35","100034","","","0","20140328","100034","张永华","0","候宪丽","","0.000000","0","","","",""
"77","6be14f141d544e509c8761e73a3b3196","0101","201404020033","DB0EF6CDF80E4BFF9282E699EA42C271","41H10200700-04","EC6156098C62487A8EC107BF43603FD6","CK1403280028","2014/4/2 12:10:59","","1","3.5*110*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","QR恒顺达66140224C","1.060000","1.060000","上海张轩贸易有限公司","KH01666","KB1111","2014/4/2 12:11:35","100034","","","0","20140328","100034","张永华","0","候宪丽","","0.000000","0","","","",""
"78","226e420468b04cfca81debe65fb20758","0101","201404020033","0910632B51A04920A9F92DD9214380C6","41H10200700-10","11DF3E3C1AA14AE88161B152B79619EA","CK1403280028","2014/4/2 12:10:59","","1","3.5*140*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","QR恒顺达66140224C","1.340000","1.340000","上海张轩贸易有限公司","KH01666","KB1111","2014/4/2 12:11:35","100034","","","0","20140328","100034","张永华","0","候宪丽","","0.000000","0","","","",""
"79","dfa5bea7afc0406b8e9e75416d8a7ded","0101","201404020033","B842E24BF3744AEFAA496D093455E12A","41H10200700-03","2AFF9D865D884C8DB6126A25A11E7366","CK1403280028","2014/4/2 12:10:59","","1","3.5*110*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","QR恒顺达66140224C","1.060000","1.060000","上海张轩贸易有限公司","KH01666","KB1111","2014/4/2 12:11:35","100034","","","0","20140328","100034","张永华","0","候宪丽","","0.000000","0","","","",""
"80","0afa6e7697ff4e09bf42c949a915568c","0101","201404020033","7A4B95066F964CB39A48A43B21ECF2D0","41H10200700-11","4574E20B4299459095FA6F3BBD549341","CK1403280028","2014/4/2 12:10:59","","1","3.5*BS*1+BT*1","带钢","PZ001001030","Q235B","GZ000419","2.000000","QR恒顺达66140224C","0.110000","0.110000","上海张轩贸易有限公司","KH01666","KB1111","2014/4/2 12:11:35","100034","","","0","20140328","100034","张永华","0","候宪丽","","0.000000","0","","","",""
"81","5b6aec2ce3064d6c83393bc989a60640","0101","201404020033","2A608CEE15964D67A1FBBDE43F62CB31","41H10200700-08","5BED5FA3249449288A229C5715EB82E8","CK1403280028","2014/4/2 12:10:59","","1","3.5*110*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","QR恒顺达66140224C","1.040000","1.040000","上海张轩贸易有限公司","KH01666","KB1111","2014/4/2 12:11:35","100034","","","0","20140328","100034","张永华","0","候宪丽","","0.000000","0","","","",""
"82","47d58268f114440294c31c12d5b05f00","0101","201404020033","9331F0BD35A9456D8CA23FC73CCD2E33","41H10200700-07","A0948261560D4D1A8E571621A8AA250B","CK1403280028","2014/4/2 12:10:59","","1","3.5*110*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","QR恒顺达66140224C","1.040000","1.040000","上海张轩贸易有限公司","KH01666","KB1111","2014/4/2 12:11:35","100034","","","0","20140328","100034","张永华","0","候宪丽","","0.000000","0","","","",""
"83","0af4c75591e44b82b5f342d71e46d0d1","0101","201404020033","48216E4AF8A6450481F49ACB8255F1E8","41H10200700-09","B3F423704EEF481C8101C5D9C28BA845","CK1403280028","2014/4/2 12:10:59","","1","3.5*110*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","QR恒顺达66140224C","1.040000","1.040000","上海张轩贸易有限公司","KH01666","KB1111","2014/4/2 12:11:35","100034","","","0","20140328","100034","张永华","0","候宪丽","","0.000000","0","","","",""
"84","fb9481279e174b2ebe74309e1eae5466","0101","201403310035","F8C96914717A4290885A1DC489BF2190","R4005054A020-11","197868E272424D70A1A0D494149A43F6","CK1403300014","2014/3/31 22:17:55","","1","1.5*BS*4+BT*2","带钢","PZ001001030","SPHC","GZ000005","6.000000","6HK20140329A","0.379000","0.379000","上海鸿厚贸易有限公司","KH04928","S1111","2014/3/31 22:19:09","100007","2014/3/31 22:48:15","100034","0","140327-0211/07","100007","苏雪林","0","","","0.000000","0","","","",""
"85","07097b27f9084d2f987bdbbdc479174e","0101","201403310035","620F4FE2128D4D1E8FB6529AC95D1A09","R4004928A060-15","9E12A7CB18CE4ED08FB0D96944713EDF","CK1403300014","2014/3/31 22:17:55","","1","1.5*边丝*4/板头*1","带钢","PZ001001030","SPHC","GZ000005","5.000000","6HK140328A","0.420000","0.420000","上海鸿厚贸易有限公司","KH04928","S1111","2014/3/31 22:19:09","100007","2014/3/31 22:48:15","100034","0","140327-0211/07","100007","苏雪林","0","","","0.000000","0","","","",""
"86","75b7a6d3404f4d4196faa7be2ac9b72b","0101","201403310035","F78F8BF64C68409B9B724B88753E9828","X140116281S-08","A55D84272FB549AF8CEC975C5A401763","CK1403300015","2014/3/31 22:17:55","","1","2.75*275*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","SXJM兴宁77140225E","2.090000","2.090000","上海鸿厚贸易有限公司","KH04928","S1111","2014/3/31 22:19:09","100007","2014/3/31 22:48:15","100034","0","140327-0210","100007","苏雪林","0","","","0.000000","0","","","",""
"87","cc8e7aa582a44b5d95014fab9e43d0fe","0101","201403310035","F12F63333E284C15A350C77491EB313A","X140116291S-15","F975321826E445BAAE2AED431B9C03B4","CK1403300015","2014/3/31 22:17:55","","1","bs*2+bt400","带钢","PZ001001030","Q235B","GZ000419","3.000000","SXJM金兆22140224D","0.200000","0.200000","上海鸿厚贸易有限公司","KH04928","S1111","2014/3/31 22:19:09","100007","2014/3/31 22:48:15","100034","0","140327-0210","100007","苏雪林","0","","","0.000000","0","","","",""
"88","b6e63231583b4be4838d80e45c248989","0101","201403310035","3CB8AFD36DAC4C82AA0FCA95EF4F707E","X140116281S-09","3E94EB10B9E44A719AE2781D761F3F93","CK1403300015","2014/3/31 22:17:55","","1","2.75*275*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","SXJM兴宁77140225E","2.090000","2.090000","上海鸿厚贸易有限公司","KH04928","KB1111","2014/3/31 22:19:09","100007","2014/3/31 22:48:15","100034","0","140327-0210","100007","苏雪林","0","","","0.000000","0","","","",""
"89","701be30f448e46eaa71d96f2de4c377f","0101","201403310035","4AA51FCCF6884D3E9E0E609DB0DDC91B","X140116281S-06","528A23F10EA04E75A893B56D2F12C787","CK1403300015","2014/3/31 22:17:55","","1","2.75*114*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","SXJM兴宁77140225E","0.870000","0.870000","上海鸿厚贸易有限公司","KH04928","KB1111","2014/3/31 22:19:09","100007","2014/3/31 22:48:15","100034","0","140327-0210","100007","苏雪林","0","","","0.000000","0","","","",""
"90","d3014deba37c4afea4975326274aca0a","0101","201403310035","F98AC45907FC41B09F2FD902EC79E7E9","X140116281S-10","8878D0A9C8F2414889FD6FC7A8D3C854","CK1403300015","2014/3/31 22:17:55","","1","2.75*226*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","SXJM兴宁77140225E","1.720000","1.720000","上海鸿厚贸易有限公司","KH04928","KB1111","2014/3/31 22:19:09","100007","2014/3/31 22:48:15","100034","0","140327-0210","100007","苏雪林","0","","","0.000000","0","","","",""
"91","2bcbf667a27641b9807f923b9dd4a966","0101","201403310035","C44A715A83CF43D0AFBBC290E1010946","X140116281S-07","6671804795D746DD8C360AD854693941","CK1403300015","2014/3/31 22:17:55","","1","2.75*356*0","带钢","PZ001001030","Q235B","GZ000419","1.000000","SXJM兴宁77140225E","2.710000","2.710000","上海鸿厚贸易有限公司","KH04928","KB1111","2014/3/31 22:19:09","100007","2014/3/31 22:48:15","100034","0","140327-0210","100007","苏雪林","0","","","0.000000","0","","","",""
"92","9796eb8ff5204372819992b69d3d844c","0101","201403310035","44EC8E9ABBD44F3AB15A9F11AE3C8C4E","X140116281S-11","AB6252B7AF314E5FAB5BB792094790E1","CK1403300015","2014/3/31 22:17:55","","1","bs*2+bt400/200","带钢","PZ001001030","Q235B","GZ000419","4.000000","SXJM兴宁77140225E","0.280000","0.280000","上海鸿厚贸易有限公司","KH04928","KB1111","2014/3/31 22:19:09","100007","2014/3/31 22:48:15","100034","0","140327-0210","100007","苏雪林","0","","","0.000000","0","","","",""
"93","589316eb7d76430cb6a44062d1e6819d","0101","201403310003","83BC621D206F4B5E928639C056966EF4","41103915-01","85f4f0cd8d5d4a469beef4083f20ec41","CK1403310001","2014/3/30 13:12:00","","已匹配","3*271*0","带钢","PZ001001030","SPHC","GZ000005","1.000000","HHMY富海3820140118B","4.968000","4.968000","浙江宏厚贸易有限公司","KH02655","KB1111","2014/3/31 13:14:55","100033","2014/3/31 13:30:51","100033","0","140328-0404","","","0","陈爱梅","","0.000000","0","","","",""
"94","b30cec351f0e410e87906283cab87a1d","0101","201403310003","58FA1841821F4BAD858EA745B9FA27D5","41103915-02","73b2d3035e0a44f7a2be05693addbb96","CK1403310001","2014/3/30 13:11:00","","已匹配","3*271*0","带钢","PZ001001030","SPHC","GZ000005","1.000000","HHMY富海3820140118B","4.968000","4.968000","浙江宏厚贸易有限公司","KH02655","KB1111","2014/3/31 13:14:55","100033","2014/3/31 13:30:51","100033","0","140328-0404","","","0","陈爱梅","","0.000000","0","","","",""
"95","3e68584de35c4963a28247954af81af0","0101","201403310003","F4C6B6CA86474686A533F14D08E76383","41103915-03","fc528fd9569e4237a2a311ca5ebedfdd","CK1403310001","2014/3/30 13:10:00","","已匹配","3*271*0","带钢","PZ001001030","SPHC","GZ000005","1.000000","HHMY富海3820140118B","4.968000","4.968000","浙江宏厚贸易有限公司","KH02655","KB1111","2014/3/31 13:14:55","100033","2014/3/31 13:30:51","100033","0","140328-0404","","","0","陈爱梅","","0.000000","0","","","",""
"96","a82ed82bf3e447cd96ee8c3a07776d23","0101","201403310003","DB66E3BC9A5C472FB16DA260CEC14C1E","41103915-04","bd7f9a390ad64c21b134d35213079c10","CK1403310001","2014/3/30 13:11:00","","已匹配","3*271*0","带钢","PZ001001030","SPHC","GZ000005","1.000000","HHMY富海3820140118B","4.968000","4.968000","浙江宏厚贸易有限公司","KH02655","KB1111","2014/3/31 13:14:55","100033","2014/3/31 13:30:51","100033","0","140328-0404","","","0","陈爱梅","","0.000000","0","","","",""
"97","dfaddfd9cc9c4efaba05516ad2ede49a","0101","201403310003","3C88B434DF6845578E67BEFF793F3153","41103915-05","2a1193953c4d4cfeb1a799e55393d196","CK1403310001","2014/3/30 13:10:00","","已匹配","3*271*0","带钢","PZ001001030","SPHC","GZ000005","1.000000","HHMY富海3820140118B","4.968000","4.968000","浙江宏厚贸易有限公司","KH02655","KB1111","2014/3/31 13:14:55","100033","2014/3/31 13:30:51","100033","0","140328-0404","","","0","陈爱梅","","0.000000","0","","","",""
"98","c5f6910f363e4a2494ae039df31817bb","0101","201403310003","1914DF3E2056442C99FBB7730FDEC37E","41103915-06","46dd74f252bc4e8cb2482766c2c7443a","CK1403310001","2014/3/30 13:30:00","","已匹配","3*129*0","带钢","PZ001001030","SPHC","GZ000005","1.000000","HHMY富海3820140118B","2.363000","2.363000","浙江宏厚贸易有限公司","KH02655","BK1111","2014/3/31 13:30:51","100033","","","0","140328-0404","","","0","陈爱梅","","0.000000","0","","","",""
"99","c1f8b988806e4949a8afb32c5ff6a906","0101","201403310003","44A717CF2D0D4FA79132330D11F11F7E","41103915-07","467078d2edfa472ca6c4221059e1422b","CK1403310001","2014/3/30 13:31:00","","已匹配","3*BS*2+BT*1","带钢","PZ001001030","SPHC","GZ000005","3.000000","HHMY富海3820140118B","0.459000","0.459000","浙江宏厚贸易有限公司","KH02655","BK1111","2014/3/31 13:30:51","100033","","","0","140328-0404","","","0","陈爱梅","","0.000000","0","","","",""
