"   ","MANAGENO","DEPTID","SETTLENO","SETTLECD","GOODSID","PACKNUM","NODE","NODENAME","BUSINESSTYPE","BUSINESSTYPENAME","BUSINESSNO","FEETYPE","FEETYPENAME","SETTLEFORMULA","COUNTUNIT","SETTLENUM","SETTLESUM","UNIT","WEIGHT","GROSSWEIGHT","GENERATEDATE","PRICENO","STATE","DEPTNO","DEPTNAME","OWNERNO","OWNERNAME","RESOURCENO","PREGOODSID","MEMO","SENDFLAG","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","INVOICEKINDID","INVOICEKINDNAME","R_RECORD_CHANGE_FLAG","SETTLE_CONTRACT_ID","SETTLE_CONTRACT_NO","SUB_BIZ_TYPE_ID","SUB_BIZ_TYPE_NAME","FIRST_IN_DATE","OUT_STORE_DATE","FREE_DAYS","RECEIVE_FEE","JGBUSINESSNO","PAYTYPE","BILLEMPNAME","FIRSTCOUNTUNIT","ADDFEELINK","SETTLELOCK","JYZXFLAG","FOREIGNLISTNO","YTS","MTS","DIRECTION","SETTLESUMUSED","SETTLEDEPTNAME","KPAMOUNT","USERNAME","SETTLESUMTAX","SETTLESUMNOTAX","CBCOUNTUNIT","CBSETTLESUM","DTLINVOICENO","INVOICENODATE","DTLINVOICETYPENAME"
"1","14659dc8c34f4bf3b94cde8b3a7bb17d","0101","c0a38e4b257f4e93b9f3a5653608fc40","1403310001","83BC621D206F4B5E928639C056966EF4","41103915-01","2","出库","002","出库","CK1403310001","001002","出库吊装费","4.9680*18","18.0000","4.9680","89.4240","元/吨","4.9680","4.9680","2014/3/31 11:20:15","E172DB0A29F74A56AD59656A07837EF2","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","83BC621D206F4B5E928639C056966EF4","","0","2014/3/31 11:20:19","100002","2014/3/31 11:20:43","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"2","b318be66cf3946a799d6af489889eeae","0101","c0a38e4b257f4e93b9f3a5653608fc40","1403310001","58FA1841821F4BAD858EA745B9FA27D5","41103915-02","2","出库","002","出库","CK1403310001","001002","出库吊装费","4.9680*18","18.0000","4.9680","89.4240","元/吨","4.9680","4.9680","2014/3/31 11:20:15","E172DB0A29F74A56AD59656A07837EF2","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","58FA1841821F4BAD858EA745B9FA27D5","","0","2014/3/31 11:20:19","100002","2014/3/31 11:20:43","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"3","0803186d67e24b68adf41e5ac050d409","0101","c0a38e4b257f4e93b9f3a5653608fc40","1403310001","F4C6B6CA86474686A533F14D08E76383","41103915-03","2","出库","002","出库","CK1403310001","001002","出库吊装费","4.9680*18","18.0000","4.9680","89.4240","元/吨","4.9680","4.9680","2014/3/31 11:20:15","E172DB0A29F74A56AD59656A07837EF2","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","F4C6B6CA86474686A533F14D08E76383","","0","2014/3/31 11:20:19","100002","2014/3/31 11:20:43","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"4","f7345f8960f54d07a6fefb3d19ad2887","0101","c0a38e4b257f4e93b9f3a5653608fc40","1403310001","DB66E3BC9A5C472FB16DA260CEC14C1E","41103915-04","2","出库","002","出库","CK1403310001","001002","出库吊装费","4.9680*18","18.0000","4.9680","89.4240","元/吨","4.9680","4.9680","2014/3/31 11:20:15","E172DB0A29F74A56AD59656A07837EF2","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","DB66E3BC9A5C472FB16DA260CEC14C1E","","0","2014/3/31 11:20:19","100002","2014/3/31 11:20:43","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"5","3bf29a11845944e19871446b9ebe85ee","0101","c0a38e4b257f4e93b9f3a5653608fc40","1403310001","3C88B434DF6845578E67BEFF793F3153","41103915-05","2","出库","002","出库","CK1403310001","001002","出库吊装费","4.9680*18","18.0000","4.9680","89.4240","元/吨","4.9680","4.9680","2014/3/31 11:20:15","E172DB0A29F74A56AD59656A07837EF2","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","3C88B434DF6845578E67BEFF793F3153","","0","2014/3/31 11:20:19","100002","2014/3/31 11:20:43","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"6","2e76ed0504ac46498f0d908ed88d6777","0101","c0a38e4b257f4e93b9f3a5653608fc40","1403310001","1914DF3E2056442C99FBB7730FDEC37E","41103915-06","2","出库","002","出库","CK1403310001","001002","出库吊装费","2.3630*18","18.0000","2.3630","42.5340","元/吨","2.3630","2.3630","2014/3/31 11:20:15","E172DB0A29F74A56AD59656A07837EF2","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","1914DF3E2056442C99FBB7730FDEC37E","","0","2014/3/31 11:20:19","100002","2014/3/31 11:20:43","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"7","ff4716b103bd4142984112953fc5597c","0101","c0a38e4b257f4e93b9f3a5653608fc40","1403310001","44A717CF2D0D4FA79132330D11F11F7E","41103915-07","2","出库","002","出库","CK1403310001","001002","出库吊装费","0.4590*18","18.0000","0.4590","8.2620","元/吨","0.4590","0.4590","2014/3/31 11:20:15","E172DB0A29F74A56AD59656A07837EF2","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","44A717CF2D0D4FA79132330D11F11F7E","","0","2014/3/31 11:20:19","100002","2014/3/31 11:20:43","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"8","000f057793fd40d596e3f03baf125e49","0101","cc0f0d8c669f4ba6a0a1eb67debd8268","1403310002","1914DF3E2056442C99FBB7730FDEC37E","41103915-06","2","出库","002","出库","CK1403310001","001004","加工费","2.3630*25","25.0000","2.3630","59.0750","元/吨","2.3630","2.3630","2014/3/31 11:35:33","f8184bbf565a4603a8a7326998f39993","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","1914DF3E2056442C99FBB7730FDEC37E","","0","2014/3/31 11:35:40","100002","2014/3/31 11:35:55","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"9","2e9a316522fe4838a2c80a2083877a1a","0101","cc0f0d8c669f4ba6a0a1eb67debd8268","1403310002","44A717CF2D0D4FA79132330D11F11F7E","41103915-07","2","出库","002","出库","CK1403310001","001004","加工费","0.4590*25","25.0000","0.4590","11.4750","元/吨","0.4590","0.4590","2014/3/31 11:35:33","f8184bbf565a4603a8a7326998f39993","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","44A717CF2D0D4FA79132330D11F11F7E","","0","2014/3/31 11:35:40","100002","2014/3/31 11:35:55","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"10","2b809147c1934e7da5e5578d35e63e59","0101","cc0f0d8c669f4ba6a0a1eb67debd8268","1403310002","83BC621D206F4B5E928639C056966EF4","41103915-01","2","出库","002","出库","CK1403310001","001004","加工费","4.9680*25","25.0000","4.9680","124.2000","元/吨","4.9680","4.9680","2014/3/31 11:35:33","f8184bbf565a4603a8a7326998f39993","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","83BC621D206F4B5E928639C056966EF4","","0","2014/3/31 11:35:40","100002","2014/3/31 11:35:55","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"11","345331deab79445a934d1f7c951aced3","0101","cc0f0d8c669f4ba6a0a1eb67debd8268","1403310002","58FA1841821F4BAD858EA745B9FA27D5","41103915-02","2","出库","002","出库","CK1403310001","001004","加工费","4.9680*25","25.0000","4.9680","124.2000","元/吨","4.9680","4.9680","2014/3/31 11:35:33","f8184bbf565a4603a8a7326998f39993","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","58FA1841821F4BAD858EA745B9FA27D5","","0","2014/3/31 11:35:40","100002","2014/3/31 11:35:55","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"12","b6212f0beade4c89b6bf74b34c690542","0101","cc0f0d8c669f4ba6a0a1eb67debd8268","1403310002","F4C6B6CA86474686A533F14D08E76383","41103915-03","2","出库","002","出库","CK1403310001","001004","加工费","4.9680*25","25.0000","4.9680","124.2000","元/吨","4.9680","4.9680","2014/3/31 11:35:33","f8184bbf565a4603a8a7326998f39993","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","F4C6B6CA86474686A533F14D08E76383","","0","2014/3/31 11:35:40","100002","2014/3/31 11:35:55","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"13","dd55b7b06ab44986bed22de51d5b089a","0101","cc0f0d8c669f4ba6a0a1eb67debd8268","1403310002","DB66E3BC9A5C472FB16DA260CEC14C1E","41103915-04","2","出库","002","出库","CK1403310001","001004","加工费","4.9680*25","25.0000","4.9680","124.2000","元/吨","4.9680","4.9680","2014/3/31 11:35:33","f8184bbf565a4603a8a7326998f39993","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","DB66E3BC9A5C472FB16DA260CEC14C1E","","0","2014/3/31 11:35:40","100002","2014/3/31 11:35:55","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"14","41854ad74cbd4521b6c1568b2cebe9f7","0101","cc0f0d8c669f4ba6a0a1eb67debd8268","1403310002","3C88B434DF6845578E67BEFF793F3153","41103915-05","2","出库","002","出库","CK1403310001","001004","加工费","4.9680*25","25.0000","4.9680","124.2000","元/吨","4.9680","4.9680","2014/3/31 11:35:33","f8184bbf565a4603a8a7326998f39993","1","KH02655","浙江宏厚贸易有限公司","KH02655","浙江宏厚贸易有限公司","HHMY富海3820140118B","3C88B434DF6845578E67BEFF793F3153","","0","2014/3/31 11:35:40","100002","2014/3/31 11:35:55","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"15","8a5e9d1cd2d746e7adfa33c3de55c6cb","0101","117e7c577c4547d2ba3468ecc6d8cb11","1403310003","6F42B51E5E814E01A6C364F0DA08AF34","41018551-01","2","出库","002","出库","CK1403310002","001002","出库吊装费","1.7690*18","18.0000","1.7690","31.8420","元/吨","1.7690","1.7690","2014/3/31 11:47:17","9FE4852AA8134225848265E2FA54F880","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","6F42B51E5E814E01A6C364F0DA08AF34","","0","2014/3/31 11:47:29","100002","2014/3/31 11:47:49","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"16","5617e08f709b4fb7b8561c9f7432477f","0101","117e7c577c4547d2ba3468ecc6d8cb11","1403310003","DB456B2957C84DB690028CEB44D6210C","41018551-02","2","出库","002","出库","CK1403310002","001002","出库吊装费","2.5880*18","18.0000","2.5880","46.5840","元/吨","2.5880","2.5880","2014/3/31 11:47:17","9FE4852AA8134225848265E2FA54F880","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","DB456B2957C84DB690028CEB44D6210C","","0","2014/3/31 11:47:29","100002","2014/3/31 11:47:49","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"17","deb73e7906a04460900a5ffdec0e2dcd","0101","117e7c577c4547d2ba3468ecc6d8cb11","1403310003","C314E4A0E1394140AE86EDCAEF593B91","41018551-03","2","出库","002","出库","CK1403310002","001002","出库吊装费","2.5880*18","18.0000","2.5880","46.5840","元/吨","2.5880","2.5880","2014/3/31 11:47:17","9FE4852AA8134225848265E2FA54F880","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","C314E4A0E1394140AE86EDCAEF593B91","","0","2014/3/31 11:47:29","100002","2014/3/31 11:47:49","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"18","9010d32b7bbf4b789dd10476c87cd3b3","0101","117e7c577c4547d2ba3468ecc6d8cb11","1403310003","8026F13511FA4720B37918075A838EAB","41018551-04","2","出库","002","出库","CK1403310002","001002","出库吊装费","2.5880*18","18.0000","2.5880","46.5840","元/吨","2.5880","2.5880","2014/3/31 11:47:17","9FE4852AA8134225848265E2FA54F880","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","8026F13511FA4720B37918075A838EAB","","0","2014/3/31 11:47:29","100002","2014/3/31 11:47:49","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"19","5e4e80952c89482e8078307b238def56","0101","117e7c577c4547d2ba3468ecc6d8cb11","1403310003","9A0DC023B2194DD8BD25FA2CB3BAE5FD","41018551-05","2","出库","002","出库","CK1403310002","001002","出库吊装费","2.5880*18","18.0000","2.5880","46.5840","元/吨","2.5880","2.5880","2014/3/31 11:47:17","9FE4852AA8134225848265E2FA54F880","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","9A0DC023B2194DD8BD25FA2CB3BAE5FD","","0","2014/3/31 11:47:29","100002","2014/3/31 11:47:49","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"20","038e64818643421180aa75c7b4409413","0101","117e7c577c4547d2ba3468ecc6d8cb11","1403310003","88DBD7750C454DD78FB6B42839C5874A","41018551-06","2","出库","002","出库","CK1403310002","001002","出库吊装费","2.5880*18","18.0000","2.5880","46.5840","元/吨","2.5880","2.5880","2014/3/31 11:47:17","9FE4852AA8134225848265E2FA54F880","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","88DBD7750C454DD78FB6B42839C5874A","","0","2014/3/31 11:47:29","100002","2014/3/31 11:47:49","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"21","a9e9917a2bea4c33a9bd55b6e2d4f420","0101","117e7c577c4547d2ba3468ecc6d8cb11","1403310003","7F264BAF97F24A83AA12A9E2C8E15AF8","41018551-07","2","出库","002","出库","CK1403310002","001002","出库吊装费","2.5880*18","18.0000","2.5880","46.5840","元/吨","2.5880","2.5880","2014/3/31 11:47:17","9FE4852AA8134225848265E2FA54F880","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","7F264BAF97F24A83AA12A9E2C8E15AF8","","0","2014/3/31 11:47:29","100002","2014/3/31 11:47:49","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"22","6f28ce1ed3b446fababb098c70bfd8d3","0101","117e7c577c4547d2ba3468ecc6d8cb11","1403310003","7A79351DDB3B48358A13F9356A6A853B","41018551-08","2","出库","002","出库","CK1403310002","001002","出库吊装费","1.9410*18","18.0000","1.9410","34.9380","元/吨","1.9410","1.9410","2014/3/31 11:47:17","9FE4852AA8134225848265E2FA54F880","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","7A79351DDB3B48358A13F9356A6A853B","","0","2014/3/31 11:47:29","100002","2014/3/31 11:47:49","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"23","4b439d3ea7314f66afb4c27f75da1515","0101","117e7c577c4547d2ba3468ecc6d8cb11","1403310003","07350B489E9E4243A05C66C874D6673B","41018551-09","2","出库","002","出库","CK1403310002","001002","出库吊装费","0.0120*18","18.0000","0.0120","0.2160","元/吨","0.0120","0.0120","2014/3/31 11:47:17","9FE4852AA8134225848265E2FA54F880","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","07350B489E9E4243A05C66C874D6673B","","0","2014/3/31 11:47:29","100002","2014/3/31 11:47:49","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"24","6a9fdac524524321a2d3d756d0c59396","0101","c75ef2b81d244fbeb559b17d0396fb03","1403310004","6F42B51E5E814E01A6C364F0DA08AF34","41018551-01","2","出库","002","出库","CK1403310002","001004","加工费","1.7690*25","25.0000","1.7690","44.2250","元/吨","1.7690","1.7690","2014/3/31 11:48:45","0a95aa0786b7482a91f7fd4ed25379a7","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","6F42B51E5E814E01A6C364F0DA08AF34","","0","2014/3/31 11:48:53","100002","2014/3/31 11:49:05","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"25","507fb806672840f9af7ca73719656064","0101","c75ef2b81d244fbeb559b17d0396fb03","1403310004","DB456B2957C84DB690028CEB44D6210C","41018551-02","2","出库","002","出库","CK1403310002","001004","加工费","2.5880*25","25.0000","2.5880","64.7000","元/吨","2.5880","2.5880","2014/3/31 11:48:45","0a95aa0786b7482a91f7fd4ed25379a7","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","DB456B2957C84DB690028CEB44D6210C","","0","2014/3/31 11:48:53","100002","2014/3/31 11:49:05","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"26","fa1de0ea5b9644d18d8a8ba5457e8f89","0101","c75ef2b81d244fbeb559b17d0396fb03","1403310004","C314E4A0E1394140AE86EDCAEF593B91","41018551-03","2","出库","002","出库","CK1403310002","001004","加工费","2.5880*25","25.0000","2.5880","64.7000","元/吨","2.5880","2.5880","2014/3/31 11:48:45","0a95aa0786b7482a91f7fd4ed25379a7","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","C314E4A0E1394140AE86EDCAEF593B91","","0","2014/3/31 11:48:53","100002","2014/3/31 11:49:05","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"27","00358ebb9cbe4779931ceb2c0c2e8706","0101","c75ef2b81d244fbeb559b17d0396fb03","1403310004","8026F13511FA4720B37918075A838EAB","41018551-04","2","出库","002","出库","CK1403310002","001004","加工费","2.5880*25","25.0000","2.5880","64.7000","元/吨","2.5880","2.5880","2014/3/31 11:48:45","0a95aa0786b7482a91f7fd4ed25379a7","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","8026F13511FA4720B37918075A838EAB","","0","2014/3/31 11:48:53","100002","2014/3/31 11:49:05","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"28","c9d9b4b0dd464d84ac1a808c7cfedfb3","0101","c75ef2b81d244fbeb559b17d0396fb03","1403310004","9A0DC023B2194DD8BD25FA2CB3BAE5FD","41018551-05","2","出库","002","出库","CK1403310002","001004","加工费","2.5880*25","25.0000","2.5880","64.7000","元/吨","2.5880","2.5880","2014/3/31 11:48:45","0a95aa0786b7482a91f7fd4ed25379a7","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","9A0DC023B2194DD8BD25FA2CB3BAE5FD","","0","2014/3/31 11:48:53","100002","2014/3/31 11:49:05","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"29","bf27956b6aa442a6846ccd66f554cd25","0101","c75ef2b81d244fbeb559b17d0396fb03","1403310004","88DBD7750C454DD78FB6B42839C5874A","41018551-06","2","出库","002","出库","CK1403310002","001004","加工费","2.5880*25","25.0000","2.5880","64.7000","元/吨","2.5880","2.5880","2014/3/31 11:48:45","0a95aa0786b7482a91f7fd4ed25379a7","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","88DBD7750C454DD78FB6B42839C5874A","","0","2014/3/31 11:48:53","100002","2014/3/31 11:49:05","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"30","f9871815b73641fca9773f001cdc5bd3","0101","c75ef2b81d244fbeb559b17d0396fb03","1403310004","7F264BAF97F24A83AA12A9E2C8E15AF8","41018551-07","2","出库","002","出库","CK1403310002","001004","加工费","2.5880*25","25.0000","2.5880","64.7000","元/吨","2.5880","2.5880","2014/3/31 11:48:45","0a95aa0786b7482a91f7fd4ed25379a7","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","7F264BAF97F24A83AA12A9E2C8E15AF8","","0","2014/3/31 11:48:53","100002","2014/3/31 11:49:05","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"31","b6b71b688e91440d9e70d2fa27b8c8af","0101","c75ef2b81d244fbeb559b17d0396fb03","1403310004","7A79351DDB3B48358A13F9356A6A853B","41018551-08","2","出库","002","出库","CK1403310002","001004","加工费","1.9410*25","25.0000","1.9410","48.5250","元/吨","1.9410","1.9410","2014/3/31 11:48:45","0a95aa0786b7482a91f7fd4ed25379a7","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","7A79351DDB3B48358A13F9356A6A853B","","0","2014/3/31 11:48:53","100002","2014/3/31 11:49:05","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"32","fc0255de15a947ef93a06b2dabd50cf8","0101","c75ef2b81d244fbeb559b17d0396fb03","1403310004","07350B489E9E4243A05C66C874D6673B","41018551-09","2","出库","002","出库","CK1403310002","001004","加工费","0.0120*25","25.0000","0.0120","0.3000","元/吨","0.0120","0.0120","2014/3/31 11:48:45","0a95aa0786b7482a91f7fd4ed25379a7","1","KH02012","上海斐颖鑫物资贸易有限公司","KH02012","上海斐颖鑫物资贸易有限公司","HN新宜989140313G","07350B489E9E4243A05C66C874D6673B","","0","2014/3/31 11:48:53","100002","2014/3/31 11:49:05","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"33","017b3fd25f1748e79041d9477c342a4e","0101","e183a25104f4478e80b1404e3d745b92","1403310005","2E1567B3E3D846DAA511A536DFB60014","R4052604700","2","出库","002","出库","CK1403310003","001002","出库吊装费","24.32*18.5","18.5000","24.3200","449.9200","元/吨","24.3200","24.3200","2014/3/31 12:36:15","8B8E4D30081C410FB730DECD83D8C5C5","1","KH00132","武汉宝钢华中贸易有限公司","KH00132","武汉宝钢华中贸易有限公司","I4L0000341","2E1567B3E3D846DAA511A536DFB60014","","0","2014/3/31 12:36:24","100003","2014/3/31 12:36:37","100003","0","014002","现结","0","","","","","","","0","0.00","","","","18.5000","","","0","","0","0","","","","","","","","","","","",""
"34","b2b7950b114b4eacb8c5afd16f4e367a","0101","25d25b899549460f9fa30ee67767842b","1403310006","E0A7B9B4C99C4DF386E298BD6B89E902","X140208452S-01","2","出库","002","出库","CK1403310004","001002","出库吊装费","3.29*18","18.0000","3.2900","59.2200","元/吨","3.2900","3.2900","2014/3/31 13:20:49","9FE4852AA8134225848265E2FA54F880","1","KH02876","上海裕颜实业有限公司","KH02876","上海裕颜实业有限公司","SXJM神鱼8140301ZH","E0A7B9B4C99C4DF386E298BD6B89E902","","0","2014/3/31 13:20:52","100002","2014/3/31 13:21:06","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"35","2e22ce40f6844897beecc173f15a7739","0101","89585c02c9794f7a876389cd27cdc822","1403310007","E0A7B9B4C99C4DF386E298BD6B89E902","X140208452S-01","2","出库","002","出库","CK1403310004","001004","加工费","3.29*25","25.0000","3.2900","82.2500","元/吨","3.2900","3.2900","2014/3/31 13:21:30","853693083be14fe8ba3410933480e1f3","1","KH02876","上海裕颜实业有限公司","KH02876","上海裕颜实业有限公司","SXJM神鱼8140301ZH","E0A7B9B4C99C4DF386E298BD6B89E902","","0","2014/3/31 13:21:33","100002","2014/3/31 13:21:47","100002","0","014002","现结","0","","","","","","","0","0.00","","","","25.0000","","","0","","0","0","","","","","","","","","","","",""
"36","2457c15d153545489ffb566239d9bc2c","0101","298b1623dd8b476a8cf10b65c2016119","1403310008","E984A70DD20A4700B8E396BB044934E6","X140208452S-03","2","出库","002","出库","CK1403310005","001002","出库吊装费","3.29*18","18.0000","3.2900","59.2200","元/吨","3.2900","3.2900","2014/3/31 13:24:33","9FE4852AA8134225848265E2FA54F880","1","KH02876","上海裕颜实业有限公司","KH02876","上海裕颜实业有限公司","SXJM神鱼8140301ZH","E984A70DD20A4700B8E396BB044934E6","","0","2014/3/31 13:24:36","100002","2014/3/31 13:25:06","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"37","51bfeb8bdc5f46e4b6596a0616241e8b","0101","298b1623dd8b476a8cf10b65c2016119","1403310008","DA6F238EFDA54203BB46FFACFED95944","X140208452S-06","2","出库","002","出库","CK1403310005","001002","出库吊装费","3.19*18","18.0000","3.1900","57.4200","元/吨","3.1900","3.1900","2014/3/31 13:24:33","9FE4852AA8134225848265E2FA54F880","1","KH02876","上海裕颜实业有限公司","KH02876","上海裕颜实业有限公司","SXJM神鱼8140301ZH","DA6F238EFDA54203BB46FFACFED95944","","0","2014/3/31 13:24:36","100002","2014/3/31 13:25:06","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
"38","d85db14bdf7b4487b25f3311bc918f90","0101","298b1623dd8b476a8cf10b65c2016119","1403310008","F27FDFC114F740438077DF455CBC7ABF","X140208452S-04","2","出库","002","出库","CK1403310005","001002","出库吊装费","3.39*18","18.0000","3.3900","61.0200","元/吨","3.3900","3.3900","2014/3/31 13:24:33","9FE4852AA8134225848265E2FA54F880","1","KH02876","上海裕颜实业有限公司","KH02876","上海裕颜实业有限公司","SXJM神鱼8140301ZH","F27FDFC114F740438077DF455CBC7ABF","","0","2014/3/31 13:24:36","100002","2014/3/31 13:25:06","100002","0","014002","现结","0","","","","","","","0","0.00","","","","18.0000","","","0","","0","0","","","","","","","","","","","",""
