"   ","DEPTID","OWNERID","OWNERNAME","KINDCD","KINDCDNAME","KINDID","KINDNAME","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","R_RECORD_CHANGE_FLAG","KINDCD2"
"1","0101","","","KindNo","Æ·ÖÖ","","","","","","","0","","KindName"
