"   ","CHECKGOODSDTLID","DEPTID","CHECKNO","GOODSID","CHECKGOODSID","STOCKAREAID","BARCODE","OWNERNAME","OWNERID","PACKNUM","PACKFLAG","PREGOODSLOC","NEWGOODSLOC","MANAGENUM","COLLECTDATE","COLLECTEMPLOYNO","COLLECTEMPLOYNAME","GETNOFLAG","REMARK","DOFLAG","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","CURRENTLISTID","R_RECORD_CHANGE_FLAG","MOVEREMARK","BANKREMARK","GMPACKTYPE","SEG_NO","SHOPSIGNNAME","NETWEIGHT","GROSSWEIGHT","SHEETNUM","DATAFLAG","OFLAG","UFLAG"
"27","1292587A08B26C31E0503C0AA30D52CA","0101","","1401aa1e80834b7db2489740586468b0","PK2015038888","","R5023905801","沈阳宝钢东北贸易有限公司","KH05188","R5023905801","","JB1221","","I5KC000019","","","","0","","0","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","QStE380TM","20.100000","20.100000","1.000000","","",""
"28","1292587A0AC46C31E0503C0AA30D52CA","0101","","2cdc57a86a8d4edc8659ace560a92390","PK2015038888","","R5028600502","沈阳宝钢东北贸易有限公司","KH05188","R5028600502","","JA1211","JA1211","I5K0000080","2015/4/1 13:09:36","100003    ","钱晓平","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","SPHC","18.880000","18.880000","1.000000","","",""
"29","1292587A0AE06C31E0503C0AA30D52CA","0101","","2dca782d2cfe47a7a413f76b7411d7b7","PK2015038888","","无条码","沈阳宝钢东北贸易有限公司","KH05188","R5060205001","","CC1713","CC1713","I5K0000078","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","SPHC","27.720000","27.720000","1.000000","","",""
"30","1292587A11A96C31E0503C0AA30D52CA","0101","","77ab56f174494c00b9b7e727f04bc0b6","PK2015038888","","115236207701","沈阳宝钢东北贸易有限公司","KH05188","1115005788","","JB1322","JB1322","I5K0000086","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","QStE650TM","20.170000","20.170000","1.000000","","",""
"31","1292587A189E6C31E0503C0AA30D52CA","0101","","c57c95beb147418098e50d0216970be0","PK2015038888","","R5001102400","沈阳宝钢东北贸易有限公司","KH05188","R5001102400","","CD1552","CD1552","I4K0000317","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","Q235B","23.210000","23.210000","1.000000","","",""
"32","1292587A1DD26C31E0503C0AA30D52CA","0101","","fb6e2a4b75c74ae0a090f4041e3bca00","PK2015038888","","R5026201102","沈阳宝钢东北贸易有限公司","KH05188","R5026201102","","ID2121","ID2121","I5K0000076","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","Q235B","24.270000","24.270000","1.000000","","",""
"33","1292587A1DE46C31E0503C0AA30D52CA","0101","","fbf1b200b19840f7a9ab9393c1cc18c4","PK2015038888","","1232207114207","沈阳宝钢东北贸易有限公司","KH05188","R5014901400","","CA1152","CA1152","I5K0000023","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","SPHC","26.790000","26.790000","1.000000","","",""
"34","1292587A10FC6C31E0503C0AA30D52CA","0101","","70bd57671251453fb13e0e5b9a555504","PK2015038888","","1232207116577","沈阳宝钢东北贸易有限公司","KH05188","R4269704600","","DD1311","DD1311","I4K0000317","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","Q235B","23.210000","23.210000","1.000000","","",""
"35","1292587A11016C31E0503C0AA30D52CA","0101","","71080bddc21841129ff63b57c727e239","PK2015038888","","03375701000","沈阳宝钢东北贸易有限公司","KH05188","03375701000","","DF1311","DF1311","I5KC000032","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","SAPH440","19.540000","19.540000","1.000000","","",""
"36","1292587A1C206C31E0503C0AA30D52CA","0101","","e9be8204e60c4cafa419aa6defb1b007","PK2015038888","","115231605201","沈阳宝钢东北贸易有限公司","KH05188","1115005662","","JB1112","JB1112","I5K0000086","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","QStE650TM","20.320000","20.320000","1.000000","","",""
"37","1292587A11106C31E0503C0AA30D52CA","0101","","71e2492d787146fda18a4c116013447a","PK2015038888","","1232207130368","沈阳宝钢东北贸易有限公司","KH05188","R5015702901","","CA1212","CA1212","I5K0000045","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","Q235B","19.890000","19.890000","1.000000","","",""
"38","1292587A11E96C31E0503C0AA30D52CA","0101","","7a3db09ff0c64c008264b993bb5da74c","PK2015038888","","02910700100","沈阳宝钢东北贸易有限公司","KH05188","02910700100","","CA1111","CA1111","I5KC000032","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","SAPH440","19.460000","19.460000","1.000000","","",""
"39","1292587A13886C31E0503C0AA30D52CA","0101","","8c96e6c3ac33499782e507f69b215300","PK2015038888","","1232207112852","沈阳宝钢东北贸易有限公司","KH05188","R4270603900","","ID2152","ID2152","I4K0000317","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","Q235B","23.200000","23.200000","1.000000","","",""
"40","1292587A1C3D6C31E0503C0AA30D52CA","0101","","eb0a31178651412789e1f09f8b0b4f5c","PK2015038888","","R4270603100","沈阳宝钢东北贸易有限公司","KH05188","R4270603100","","ID1172","ID1172","I4K0000317","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","Q235B","23.270000","23.270000","1.000000","","",""
"41","1292587A1C6B6C31E0503C0AA30D52CA","0101","","ed516b0a34b141b7a6bc6fa18887c475","PK2015038888","","1232207118380","沈阳宝钢东北贸易有限公司","KH05188","R4274202401","","IE1121","IE1121","I4K0000317","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","Q235B","22.950000","22.950000","1.000000","","",""
"42","1292587A15C26C31E0503C0AA30D52CA","0101","","a5a71f04b33943eab4ae6f5e5633b2a6","PK2015038888","","115231605401","沈阳宝钢东北贸易有限公司","KH05188","1115005725","","JC1231","JC1231","I5K0000086","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","QStE650TM","19.670000","19.670000","1.000000","","",""
"43","1292587A0F2F6C31E0503C0AA30D52CA","0101","","5bf7ec1410964695aa5311d1fd8072b4","PK2015038888","","R5002004001","沈阳宝钢东北贸易有限公司","KH05188","R5002004001","","IC2641","IC2641","I4K0000317","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","Q235B","20.530000","20.530000","1.000000","","",""
"44","1292587A117D6C31E0503C0AA30D52CA","0101","","75b0328567eb473a9bceb0cd3a2a6351","PK2015038888","","115188906301","沈阳宝钢东北贸易有限公司","KH05188","1115004818","","JB1121","JB1121","I5K0000088","","","","0","","1","2015/3/31 16:22:24","xzjExport","2015/4/1 13:14:07","MG020001","0","","0","","","","00146","BS600MC","18.110000","18.110000","1.000000","","",""
