"   ","OWNERNO","DEPTID","OWNERNAME","OWNERNAMECUT","OWNERSHORT","OWNERTYPENO","SYSNO","EMAIL","TEL","LINKMAN","FAX","POSTALCODE","NETADDRESS","ADDRESS","BANKNAME","BANKACCOUNTS","TAXPAYERNO","FLAG","REMARK","MINSTORAGE","ACCOUNTRECEIVABLE","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","R_RECORD_CHANGE_FLAG","MEMBERID","ISBAOSTEEL","TELLINK","INVOICEKINDID","INVOICEKINDNAME","JGFEEFLAG","MINWEIGHT","CCFEEFLAG","TOWNERNO","SAVEIMAGE","BWLNO","USERNAME","SENDEMAIL"
"1","KH03863","0101","上海德顶贸易有限公司","DDMY","德顶贸易","","","","","","","","","","","","","","","0","0","","","2014/1/27 15:36:43","70002","0","0","","社会","0","014002","现结","","0.000000","","Z23492","<BLOB>","","",""
