"   ","MANAGENO","DEPTID","BARCODE","PACKNUM","NEWGOODSLOCID","GOODSLOCID","COLLECTDATE","INDATE","OPERATETYPE","STATE","COLLECTIONMANNO","COLLECTIONMANNAME","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","OPERATESTATE","R_RECORD_CHANGE_FLAG","BATCHNO","UPSTATE","PLY","PLYORDER","PPFLAG","GMPACKTYPE","GRADENUM","BUSINESSNO"
"79","1b0731d0abcd42eaa63b4eef7332a8ee","0101","1232207117116","A141169174P1","","CF1252","2014/12/31 19:44:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:33:26","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"80","4c758a3b437b48278706269e449de30a","0101","1232207117123","A141169171P1","","CF1432","2014/12/31 19:46:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:33:26","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"81","53493519b03b4e9c87adda6f2111482c","0101","1232207117130","D141127701D","","CE1132","2014/12/31 19:49:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:38:01","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"82","fb68cc9e1aaa405ab9bcb19ba8d2a62f","0101","1232207117147","D141200815P","","CF1242","2014/12/31 19:51:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:37:26","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"83","f4f8648682544743932fdbfcc1c0266e","0101","1232207117154","D141200801P","","GA1342","2014/12/31 19:54:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:37:26","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"84","636df0fce7414cadbc640c4053d86b8b","0101","1232207117161","D141208176D","","CF1232","2014/12/31 19:56:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:40:11","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"85","37c1ef7f37074ee4a5dc18cd69e9609d","0101","1232207117178","D141207944D","","CF2342","2014/12/31 19:59:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:45:20","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"86","2a49f89d7be549d880b1bcac89c60039","0101","1232207117185","R4270704700","","CE2111","2014/12/31 20:01:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:05:46","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"87","bf7b3e0ce41e4e0ca69ce1d5d1dd0040","0101","1232207117192","R4268502700","","CE2121","2014/12/31 20:05:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:01:13","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"88","07b3d15f7a3b46e392d9eb7333d61685","0101","1232207117208","R4268703500","","CE2131","2014/12/31 20:08:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 8:59:29","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"89","d59d7f78d60944e6b5e93dbfd1829bdd","0101","1114027370","1114027370","","CE2132","2014/12/31 20:12:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:08:58","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"90","1c70becebb91442fa0e2d22f563e5808","0101","1114027369","1114027369","","CD2321","2014/12/31 20:17:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:08:58","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"91","91bbd25f1fbf4e96a5b093140d3cb549","0101","1232207117215","D141207942D","","CF1532","2014/12/31 20:20:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:11","100060","2015/1/1 9:45:20","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"92","338f85ac453a4e69853d4878b0924e18","0101","1232207117222","D141208175D","","CF2542","2014/12/31 20:22:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:12","100060","2015/1/1 9:40:11","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"93","9d1937f2f31d4a058dde8f99c9ddeeb2","0101","1232207117239","D141208173D","","CF1652","2014/12/31 20:24:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:12","100060","2015/1/1 9:40:11","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"94","7f5bf6a6d8ee49b6b2d63cd0b7cab107","0101","1232207117246","D141207965D","","CF1362","2014/12/31 20:26:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:12","100060","2015/1/1 9:45:21","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"95","567543f7262647f3a823a3d9b40aad4e","0101","1232207117253","D141203016P","","CD2432","2014/12/31 20:29:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:12","100060","2015/1/1 9:33:57","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"96","65034706ce22464496195e7b1dc49fe6","0101","114119401002","1114027337","","JB1132","2014/12/30 20:45:00","2014/12/31 7:35:11","0","1","002       ","ÖÜÑ©Üß","2014/12/31 7:27:02","100006","2014/12/31 8:36:44","100003","0","","0","1223a2be93c64204b508de7f57faed2a","","0","0","0","","",""
"97","324bc2eaa9ca483d82fd4dbb86ee9c72","0101","114119401201","1114027338","","JB1142","2014/12/30 20:45:00","2014/12/31 7:35:11","0","1","002       ","ÖÜÑ©Üß","2014/12/31 7:27:02","100006","2014/12/31 8:37:25","100003","0","","0","1223a2be93c64204b508de7f57faed2a","","0","0","0","","",""
"98","8f23d9244da24940a7bdbd6e18c51daf","0101","1232207117260","D141201175P","","CF2632","2014/12/31 20:33:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:12","100060","2015/1/1 9:30:25","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
"99","584534e68af0463ea86749995e7a0376","0101","1232207117277","D141200803P","","CF2622","2014/12/31 20:35:00","2015/1/1 7:44:41","0","1","007       ","ÕÅÓÀ¾ü","2015/1/1 7:36:12","100060","2015/1/1 9:37:26","100002","0","","0","6babe20216854e3381f79fb7bfd6d78e","","0","0","0","","",""
