"   ","OWNER_NUM","CONTRACT_ITEM_NUM","INPUT_STACKING_NUM","PICK_NUM","RESOURCE_NUM","PRODUCT_DSCR","SHOPSIGN","STACKING_WEIGHT","WEIGHT_THEO","STACKING_COUNT","DELIVERY_DATE_CHR","DEPT_ID","EXTSYSID","EXTSYSSTACKID","OPTFLAG","INSERT_TIME","TIME_RECEIVE","ZY_INSERT_TIME","DEPTID","DOWNLOADFLAG","VEHICLE_CODE","RED_STACKING_DATE","PRODUCT_ADRESS","TRANS_COMMISSION_SUBID","GETFLAG","CONSIGNEE_NUM","CONSIGNEE_NAME","SETTLE_FLAG"
"69","GM0","TI15130302749","F013019627","3F01304190401","I3E0007378","直发卷","HP295","56.03","0","3","20130420","00","GM0","00100","0","2013/4/20 10:36:24","2013/4/20 10:36:24","2013/4/20 10:36:24","0101","0","30419004&@梅盛2188","0","梅钢公司热轧厂","TC13042200097004","","000425","上海宝钢钢材贸易有限公司",""
"70","GM0","TI15130302749","F093005424","3F09304180101","I3E0007378","直发卷","HP295","131.17","0","7","20130418","00","GM0","00100","0","2013/4/18 15:36:16","2013/4/18 15:36:16","2013/4/18 15:36:16","0101","0","30417011&@梅盛1508","0","梅钢公司热轧厂","TC13042200097006","","000425","上海宝钢钢材贸易有限公司",""
"71","GM0","TI15130302749","F013019412","3F01304180401","I3E0007378","直发卷","HP295","112.38","0","6","20130418","00","GM0","00100","0","2013/4/18 15:36:30","2013/4/18 15:36:30","2013/4/18 15:36:30","0101","0","30417011&@梅盛1508","0","梅钢公司热轧厂","TC13042200097001","","000425","上海宝钢钢材贸易有限公司",""
"72","GM0","TI15130402715","F013022421","3F01305090101","I3E0009464","直发卷","HP295","74.06","0","4","20130509","00","GM0","00100","0","2013/5/9 23:36:20","2013/5/9 23:36:20","2013/5/9 23:36:20","0101","0","30509001&@梅盛1998","0","梅钢公司热轧厂","TC13051300110004","","000425","上海宝钢钢材贸易有限公司",""
"73","GM0","TI15130402715","F013022425","3F01305090101","I3E0009464","直发卷","HP295","55.02","0","3","20130509","00","GM0","00100","0","2013/5/9 23:36:21","2013/5/9 23:36:21","2013/5/9 23:36:21","0101","0","30509001&@梅盛1998","0","梅钢公司热轧厂","TC13051300110004","","000425","上海宝钢钢材贸易有限公司",""
"74","GM0","TI15130402715","F013022422","3F01305090101","I3E0009464","直发卷","HP295","223.51","0","12","20130509","00","GM0","00100","0","2013/5/9 23:36:22","2013/5/9 23:36:22","2013/5/9 23:36:22","0101","0","30509001&@梅盛1998","0","梅钢公司热轧厂","TC13051300110004","","000425","上海宝钢钢材贸易有限公司",""
"75","GM0","TI15130402715","F013022426","3F01305090101","I3E0009464","直发卷","HP295","92.75","0","5","20130509","00","GM0","00100","0","2013/5/9 23:36:23","2013/5/9 23:36:23","2013/5/9 23:36:23","0101","0","30509001&@梅盛1998","0","梅钢公司热轧厂","TC13051300110004","","000425","上海宝钢钢材贸易有限公司",""
"76","BGGF","I4J0000028","BGSA141107001870I4J0000028","1H654B07A01","I4J0000028","热轧卷","Q345B","4.105","9","1","","00","BGGF","10000","1","2014/11/7 15:28:14","2014/11/7 15:28:14","2014/11/7 15:28:14","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"77","BGGF","I4J0000026","BGSA141107002310I4J0000026","1H864B07A00","I4J0000026","热轧卷","SPHC","8.45","77","1","","00","BGGF","10000","1","2014/11/7 18:05:25","2014/11/7 18:05:25","2014/11/7 18:05:25","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"78","BGGF","I4J0000024","BGSA141107002310I4J0000024","1H864B07A00","I4J0000024","热轧卷","SPHC","18.07","77","1","","00","BGGF","10000","1","2014/11/7 18:05:26","2014/11/7 18:05:26","2014/11/7 18:05:26","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"79","BGGF","I4J0000010","BGSA141106000912I4J0000010","1H864B06A00","I4J0000010","热轧卷","SS330","4.76","97","1","","00","BGGF","10000","1","2014/11/6 12:03:05","2014/11/6 12:03:05","2014/11/6 12:03:05","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"80","BGGF","I4J0000015","BGSA141106000912I4J0000015","1H864B06A00","I4J0000015","热轧卷","SPHC","15.1","97","1","","00","BGGF","10000","1","2014/11/6 12:03:05","2014/11/6 12:03:05","2014/11/6 12:03:05","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"81","BGGF","I4J0000009","BGSA141106000912I4J0000009","1H864B06A00","I4J0000009","热轧卷","SS330","2.32","97","1","","00","BGGF","10000","1","2014/11/6 12:03:05","2014/11/6 12:03:05","2014/11/6 12:03:05","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"82","BGGF","I4J0000013","BGSA141106000912I4J0000013","1H864B06A00","I4J0000013","热轧卷","SPHC","23.11","97","1","","00","BGGF","10000","1","2014/11/6 12:03:06","2014/11/6 12:03:06","2014/11/6 12:03:06","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"83","BGGF","I4J0000072","BGSA141111002575I4J0000072","1H864B11A00","I4J0000072","热轧卷","IF-1","20.1","56","1","","00","BGGF","10000","1","2014/11/11 20:06:15","2014/11/11 20:06:15","2014/11/11 20:06:15","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"84","BGGF","I4J0000069","BGSA141111002575I4J0000069","1H864B11A00","I4J0000069","热轧卷","IF-1","18.96","56","1","","00","BGGF","10000","1","2014/11/11 20:06:16","2014/11/11 20:06:16","2014/11/11 20:06:16","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"85","BGGF","I4J0000148","BGSA141120004865I4J0000148","1H664B20A03","I4J0000148","热轧卷","Q345B","23.58","59","1","","00","BGGF","10000","1","2014/11/20 22:06:55","2014/11/20 22:06:55","2014/11/20 22:06:55","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"86","BGGF","I4J0000146","BGSA141120004865I4J0000146","1H664B20A03","I4J0000146","热轧卷","SS400","19.62","59","1","","00","BGGF","10000","1","2014/11/20 22:06:55","2014/11/20 22:06:55","2014/11/20 22:06:55","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"87","BGGF","I4J0000145","BGSA141119000882I4J0000145","1H614B19A01","I4J0000145","热轧卷","SS400","26.18","26","1","","00","BGGF","10000","1","2014/11/19 9:48:51","2014/11/19 9:48:51","2014/11/19 9:48:51","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"88","BGGF","I4J0000108","BGSA141113002025I4J0000108","1H874B13A01","I4J0000108","热轧卷","SPHC","12.32","94","1","","00","BGGF","10000","1","2014/11/13 18:03:49","2014/11/13 18:03:49","2014/11/13 18:03:49","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"89","BGGF","I4J0000111","BGSA141113002025I4J0000111","1H874B13A01","I4J0000111","热轧卷","SPHC","14.73","94","1","","00","BGGF","10000","1","2014/11/13 18:03:49","2014/11/13 18:03:49","2014/11/13 18:03:49","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"90","BGGF","I4J0000113","BGSA141113002025I4J0000113","1H874B13A01","I4J0000113","热轧卷","SPHC","3.67","94","1","","00","BGGF","10000","1","2014/11/13 18:03:50","2014/11/13 18:03:50","2014/11/13 18:03:50","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"91","BGGF","I4J0000110","BGSA141113002025I4J0000110","1H874B13A01","I4J0000110","热轧卷","SPHC","15.3","94","1","","00","BGGF","10000","1","2014/11/13 18:03:50","2014/11/13 18:03:50","2014/11/13 18:03:50","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"92","BGGF","I4J0000036","BGSA141110002628I4J0000036","1H654B10A00","I4J0000036","热轧卷","Q460C","12.005","55","1","","00","BGGF","10000","1","2014/11/10 16:04:05","2014/11/10 16:04:05","2014/11/10 16:04:05","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"93","BGGF","I4J0000035","BGSA141110002628I4J0000035","1H654B10A00","I4J0000035","热轧卷","Q460C","11.995","55","1","","00","BGGF","10000","1","2014/11/10 16:04:05","2014/11/10 16:04:05","2014/11/10 16:04:05","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"94","BGGF","I4J0000038","BGSA141110002628I4J0000038","1H654B10A00","I4J0000038","热轧卷","IF-1","6.76","55","1","","00","BGGF","10000","1","2014/11/10 16:04:06","2014/11/10 16:04:06","2014/11/10 16:04:06","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"95","BGGF","I4J0000011","BGSA141106000912I4J0000011","1H864B06A00","I4J0000011","热轧卷","IF-1","3.91","97","1","","00","BGGF","10000","1","2014/11/6 12:03:05","2014/11/6 12:03:05","2014/11/6 12:03:05","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"96","BGGF","I4J0000008","BGSA141106000912I4J0000008","1H864B06A00","I4J0000008","热轧卷","SPHC","5.75","97","1","","00","BGGF","10000","1","2014/11/6 12:03:05","2014/11/6 12:03:05","2014/11/6 12:03:05","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"97","BGGF","I4J0000012","BGSA141106000912I4J0000012","1H864B06A00","I4J0000012","热轧卷","IF-1","25.29","97","1","","00","BGGF","10000","1","2014/11/6 12:03:05","2014/11/6 12:03:05","2014/11/6 12:03:05","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"98","BGGF","I4J0000014","BGSA141106000912I4J0000014","1H864B06A00","I4J0000014","热轧卷","SPHC","16.31","97","1","","00","BGGF","10000","1","2014/11/6 12:03:06","2014/11/6 12:03:06","2014/11/6 12:03:06","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
"99","BGGF","I4J0000030","BGSA141110001264I4J0000030","1H864B10A01","I4J0000030","热轧卷","IF-1","21.4","60","1","","00","BGGF","10000","1","2014/11/10 12:03:12","2014/11/10 12:03:12","2014/11/10 12:03:12","0101","0","","0","宝钢","","","","上海钢铁交易中心有限公司",""
