"   ","DEPTID","DEPTCD","DEPTNAME","DEPTLEVEL","DEPTDESC","DEPTORDER","PARENTDEPTID","LEVEL1DEPTID","LEVEL1DEPTCD","LEVEL1DEPTNAME","LEVEL2DEPTID","LEVEL2DEPTCD","LEVEL2DEPTNAME","LEVEL3DEPTID","LEVEL3DEPTCD","LEVEL3DEPTNAME","LEVEL4DEPTID","LEVEL4DEPTCD","LEVEL4DEPTNAME","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","R_RECORD_CHANGE_FLAG","DEPTADDRESS","DEPTTYPE","DISTRICTID","DISTRICTNAME","BELONGAREA","FIRSTDIS","OPSELECTED","OPUPLOAD","LIMITTIME","CONTRACTNO","BAOSAAS_CUSTOMER_NAME"
"1","0101","ONE","宝钢运输公司一号库","2","上海宝钢运输1号库","0","01","01","01","宝钢运输公司","0101","ONE","宝钢运输公司一号库","","","","","","","2010/2/2 17:12:00","MG010001","2011/7/4 16:59:34","MG010001","0","3","富锦路1598号 56642373","22","310113","上海市宝山区","华东","上海市","0","1","","","宝钢运输公司一号库"
