"   ","CHECKGOODSID","DEPTID","CHECKGOODSNO","CREATERID","CREATERNAME","TYPESTR","TYPE","BEGINDATE","ENDDATE","RESULT","MEMO","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","R_RECORD_CHANGE_FLAG","SEG_NO"
"1","PK2015038888","0101","73","system","系统生成","","","2015/3/31 16:17:50","","0","","2015/3/31 16:17:50","xzjExport","2015/4/1 13:14:07","MG020001","0","0","00146"
