"   ","MANAGENO","SETTLECD","DEPTID","INVOICEKINDID","INVOICEKINDNAME","DEPTNO","DEPTNAME","SETTLEDATE","INVOICETYPEID","INVOICETYPENAME","INVOICENO","CHEQUENO","CHEQUESUM","CHEQUEUNIT","CREDITNO","CREDITAMOUNT","CASH","EARNEST","FACTSUM","BORROW","REMIT","EDITOR","EDITORNAME","CREATDATE","FLAG","MEMO","RESOURCENO","INVOICEFLAG","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","R_RECORD_CHANGE_FLAG","BIZ_ID","BIZ_TYPE_ID","BIZ_TYPE_NAME","CUSTOM_ID","CUSTOM_NAME","SETTLE_DATA","SETTLE_WEIGHT","SHOULD_SUM","SUB_BIZ_TYPE_ID","SUB_BIZ_TYPE_NAME","WEIGHTSUM","GROSSWEIGHTSUM","ISPAY","BILLEMPNAME","FOREIGNLISTNO","JGBUSINESSNO","SETTLEDEPTNO","SETTLEDEPTNAME","FEEKK","KPUSERNAME","KPAMOUNT","KPDATE","SETTLELOCK","JYZXFLAG","JYZXSENDFLAG","JYZXFPSENDFLAG","JYZXISPAYFEE","SENDMESSAGE","INVOICEBILLNO","DIRECTION","SETTLETAXSUM","SETTLENOTAXSUM"
"71","1317c78ed21f49c794b6b30231c3de45","1404010015","0101","014002","现结","KH01528","上海闽兴大国际贸易有限公司","2014/4/1 13:54:54","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH01528","","0.000000","1055.0000","0.0000","1055.0000","0.0000","0.0000","100002","顾陆萍","2014/4/1 13:54:50","1","","","0","2014/4/1 13:54:48","100002","2014/4/1 14:31:49","100002","0","0","CK1404010011","002","出库","","","","58.7110","1056.8000","","","58.7110","58.7110","0","顾陆萍","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"72","ef2e282e37854ccd9b5f0efed6852e3f","1404010016","0101","014002","现结","KH03285","上海焕伦贸易有限公司","2014/4/1 14:03:54","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH03285","","0.000000","0.0000","0.0000","268.2000","268.2000","0.0000","100003","钱晓平","2014/4/1 14:03:52","1","","","0","2014/4/1 14:03:52","100003","2014/4/1 14:31:49","100003","0","0","CK1404010012","002","出库","","","","14.90","268.2000","","","14.9000","14.9000","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"73","ef1c01d93f014034a2e203c321cfe9f0","1404010017","0101","014002","现结","KH03285","上海焕伦贸易有限公司","2014/4/1 14:04:42","a011accffb1347088e4af4fb1c5d9237","增值税发票17%","","","0.0000","KH03285","","0.000000","0.0000","0.0000","298.0000","0.0000","298.0000","100003","钱晓平","2014/4/1 14:04:40","1","","","0","2014/4/1 14:04:40","100003","2014/4/1 14:31:57","100003","0","0","CK1404010012","002","出库","","","","14.90","298.0000","","","14.9000","14.9000","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"74","5aa99f2b60794a24a1867664df6f0e00","1404010018","0101","014002","现结","KH06161","上海添亮实业有限公司","2014/4/1 14:15:18","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH06161","","0.000000","2855.0000","0.0000","2855.0000","0.0000","0.0000","100003","钱晓平","2014/4/1 14:15:16","1","","","0","2014/4/1 14:15:16","100003","2014/4/1 14:31:49","100003","0","0","CK1404010013","002","出库","","","","101.8850","2852.7800","","","101.8850","101.8850","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"75","92b9df50749e445795631035412b30b4","1404010019","0101","014002","现结","KH04647","山西焦煤集团国际贸易有限责任公司","2014/4/1 14:22:11","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH04647","","0.000000","390.0000","0.0000","390.0000","0.0000","0.0000","100003","钱晓平","2014/4/1 14:22:08","1","","","0","2014/4/1 14:22:08","100003","2014/4/1 14:31:49","100003","0","0","CK1404010014","002","出库","","","","19.48","389.6000","","","19.4800","19.4800","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"76","1a3509cb71464dbd86634f784430db02","1404010021","0101","014002","现结","KH04928","上海鸿厚贸易有限公司","2014/4/1 15:10:32","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH04928","","0.000000","405.0000","0.0000","405.0000","0.0000","0.0000","100003","钱晓平","2014/4/1 15:10:30","1","","","0","2014/4/1 15:10:30","100003","2014/4/1 15:10:44","100003","0","0","CK1404010015","002","出库","","","","22.49","404.8200","","","22.4900","22.4900","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"77","23d8ca48f74e4805830084740cd66bf6","1404010022","0101","014002","现结","KH04928","上海鸿厚贸易有限公司","2014/4/1 15:11:19","a011accffb1347088e4af4fb1c5d9237","增值税发票17%","","","0.0000","KH04928","","0.000000","900.0000","0.0000","900.0000","0.0000","0.0000","100003","钱晓平","2014/4/1 15:11:17","1","","","0","2014/4/1 15:11:17","100003","2014/4/1 15:11:20","100003","0","0","CK1404010015","002","出库","","","","22.49","899.6000","","","22.4900","22.4900","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"78","0cf14b5a90c047c2986c307fb326d078","1404010023","0101","014002","现结","KH04102","上海全海实业有限公司","2014/4/1 15:15:12","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH04102","","0.000000","0.0000","0.0000","353.3400","353.3400","0.0000","100003","钱晓平","2014/4/1 15:15:10","1","","","0","2014/4/1 15:15:10","100003","2014/4/1 15:16:04","100003","0","0","CK1404010016","002","出库","","","","19.63","353.3400","","","19.6300","19.6300","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"79","adf9e92c640a44e499fa559bafd3830d","1404010024","0101","014002","现结","KH04102","上海全海实业有限公司","2014/4/1 15:16:40","a011accffb1347088e4af4fb1c5d9237","增值税发票17%","","","0.0000","KH04102","","0.000000","0.0000","0.0000","392.6000","392.6000","0.0000","100003","钱晓平","2014/4/1 15:16:36","1","","","0","2014/4/1 15:16:37","100003","2014/4/1 15:16:41","100003","0","0","CK1404010016","002","出库","","","","19.63","392.6000","","","19.6300","19.6300","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"80","6a6fbbc5fdf342bd9a58ece03a5e3155","1404010025","0101","014002","现结","KH06161","上海添亮实业有限公司","2014/4/1 15:39:52","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH06161","","0.000000","3240.0000","0.0000","3240.0000","0.0000","0.0000","100003","钱晓平","2014/4/1 15:39:49","1","","","0","2014/4/1 15:39:50","100003","2014/4/1 15:39:56","100003","0","0","CK1404010017","002","出库","","","","115.7640","3241.3900","","","115.7640","115.7640","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"81","cad56a10112548ae9a1fcf56581b1538","1404010026","0101","014002","现结","KH02267","上海世钢实业发展有限公司","2014/4/1 16:14:58","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH02267","","0.000000","0.0000","0.0000","375.8000","375.8000","0.0000","100003","钱晓平","2014/4/1 16:14:55","1","","","0","2014/4/1 16:14:55","100003","2014/4/1 16:15:04","100003","0","0","CK1404010018","002","出库","","","","37.5800","375.8000","","","37.5800","37.5800","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"82","f76f949c1fd44d18b044a64d6c170b3c","1404010027","0101","014002","现结","KH02267","上海世钢实业发展有限公司","2014/4/1 16:16:13","a011accffb1347088e4af4fb1c5d9237","增值税发票17%","","","0.0000","KH02267","","0.000000","0.0000","0.0000","1428.0400","1428.0400","0.0000","100003","钱晓平","2014/4/1 16:16:10","1","","","0","2014/4/1 16:16:11","100003","2014/4/1 16:16:28","100003","0","0","CK1404010018","002","出库","","","","37.5800","1428.0400","","","37.5800","37.5800","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"83","fcc8439d58ca47578bddedcd31681ac3","1404010028","0101","014002","现结","KH03002","上海钢正实业有限公司","2014/4/1 16:33:02","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH03002","","0.000000","520.0000","0.0000","520.0000","0.0000","0.0000","100002","顾陆萍","2014/4/1 16:32:58","1","","","0","2014/4/1 16:32:54","100002","2014/4/1 16:33:00","100002","0","0","CK1404010019","002","出库","","","","28.81","518.5800","","","28.8100","28.8100","0","顾陆萍","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"84","f84bb2ea3d664a999480c87504261dc3","1404010029","0101","014002","现结","KH03002","上海钢正实业有限公司","2014/4/1 16:33:42","a011accffb1347088e4af4fb1c5d9237","增值税发票17%","","","0.0000","KH03002","","0.000000","575.0000","0.0000","575.0000","0.0000","0.0000","100002","顾陆萍","2014/4/1 16:33:38","1","","","0","2014/4/1 16:33:34","100002","2014/4/1 16:33:40","100002","0","0","CK1404010019","002","出库","","","","28.81","576.2000","","","28.8100","28.8100","0","顾陆萍","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"85","650d551794b04d078e82dd581becc51a","1404010030","0101","014002","现结","KH04647","山西焦煤集团国际贸易有限责任公司","2014/4/1 16:35:45","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH04647","","0.000000","440.0000","0.0000","440.0000","0.0000","0.0000","100003","钱晓平","2014/4/1 16:35:43","1","","","0","2014/4/1 16:35:43","100003","2014/4/1 16:36:04","100003","0","0","CK1404010020","002","出库","","","","22.0860","441.7200","","","22.0860","22.0860","0","钱晓平","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"86","5547f195d9c0472bbe9e6292bafaea74","1404010031","0101","014002","现结","KH01528","上海闽兴大国际贸易有限公司","2014/4/1 16:37:33","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH01528","","0.000000","350.0000","0.0000","350.0000","0.0000","0.0000","100002","顾陆萍","2014/4/1 16:37:30","1","","","0","2014/4/1 16:37:26","100002","2014/4/1 16:37:31","100002","0","0","CK1404010021","002","出库","","","","19.43","349.7400","","","19.4300","19.4300","0","顾陆萍","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"87","2a743a1bf2104eb8807ff630cce39b4d","1404010032","0101","014002","现结","KH04928","上海鸿厚贸易有限公司","2014/4/1 16:44:54","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH04928","","0.000000","890.0000","0.0000","890.0000","0.0000","0.0000","1919","徐雨亭","2014/4/1 16:44:50","1","","","0","2014/4/1 16:44:50","1919","2014/4/1 16:45:00","1919","0","0","CK1404010022","002","出库","","","","44.4220","888.4400","","","44.4220","44.4220","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"88","3fb0953e520142339d5b2323bd6914d8","1404010033","0101","014002","现结","KH01276","上海富舜贸易有限公司","2014/4/1 17:04:55","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH01276","","0.000000","1115.0000","0.0000","1115.0000","0.0000","0.0000","1919","徐雨亭","2014/4/1 17:02:32","1","","","0","2014/4/1 17:02:32","1919","2014/4/1 17:04:55","1919","0","0","CK1404010023","002","出库","","","","56.21","1112.9500","","","56.2100","56.2100","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"89","65926d455df744959ee315e0f640607a","1404010034","0101","014002","现结","KH06107","中森矿产品（上海）有限公司","2014/4/1 17:19:18","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH06107","","0.000000","405.0000","0.0000","405.0000","0.0000","0.0000","1919","徐雨亭","2014/4/1 17:19:15","1","","","0","2014/4/1 17:19:15","1919","2014/4/1 17:19:23","1919","0","0","CK1404010024","002","出库","","","","22.56","406.0800","","","22.5600","22.5600","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"90","64f946f8e5f84c41b79d9bb681d21ea4","1404010035","0101","014002","现结","KH06130","浙江保利电梯导轨制造有限公司","2014/4/2 9:13:59","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH06130","","0.000000","0.0000","0.0000","2619.7200","2619.7200","0.0000","1919","王冬磊","2014/4/1 17:57:01","1","","","0","2014/4/1 17:57:01","1919","2014/4/2 11:31:48","wdl06","0","0","CK1404010025","002","出库","","","","145.5400","2619.7200","","","145.5400","145.5400","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"91","f9a572f6aebe468ca714d51e712db8b8","1404010036","0101","014002","现结","KH06130","浙江保利电梯导轨制造有限公司","2014/4/2 9:15:35","a011accffb1347088e4af4fb1c5d9237","增值税发票17%","","","0.0000","KH06130","","0.000000","0.0000","0.0000","3201.8800","3201.8800","0.0000","1919","王冬磊","2014/4/1 18:03:05","1","","","0","2014/4/1 18:03:05","1919","2014/4/2 11:31:49","wdl06","0","0","CK1404010025","002","出库","","","","145.5400","3201.8800","","","145.5400","145.5400","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"92","2f21d55658e24080bbd8e102b4bf8d73","1404010037","0101","014002","现结","KH04647","山西焦煤集团国际贸易有限责任公司","2014/4/1 18:11:29","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH04647","","0.000000","450.0000","0.0000","450.0000","0.0000","0.0000","1919","徐雨亭","2014/4/1 18:11:27","1","","","0","2014/4/1 18:11:26","1919","2014/4/1 18:11:32","1919","0","0","CK1404010026","002","出库","","","","22.58","451.6000","","","22.5800","22.5800","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"93","aa1fa53181c549fda2f15e7774480e16","1404010038","0101","014002","现结","KH02117","上海品韵钢铁有限公司","2014/4/1 18:21:14","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH02117","","0.000000","535.0000","0.0000","535.0000","0.0000","0.0000","1919","徐雨亭","2014/4/1 18:21:11","1","","","0","2014/4/1 18:21:11","1919","2014/4/1 18:21:22","1919","0","0","CK1404010027","002","出库","","","","29.56","532.0800","","","29.5600","29.5600","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"94","2719d00368ec482bb49b84d6a0d7ddae","1404010039","0101","014002","现结","KH00132","武汉宝钢华中贸易有限公司","2014/4/1 19:01:42","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH00132","","0.000000","435.0000","0.0000","435.0000","0.0000","0.0000","1919","徐雨亭","2014/4/1 19:01:40","1","","","0","2014/4/1 19:01:40","1919","2014/4/1 19:01:45","1919","0","0","CK1404010028","002","出库","","","","43.43","434.3000","","","43.4300","43.4300","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"95","2d41f89bcf064d04883af4356dfd33dc","1404010040","0101","014002","现结","KH04231","上海朝盛实业有限公司","2014/4/1 19:09:28","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH04231","","0.000000","350.0000","0.0000","350.0000","0.0000","0.0000","1919","徐雨亭","2014/4/1 19:09:25","1","","","0","2014/4/1 19:09:25","1919","2014/4/1 19:09:29","1919","0","0","CK1404010029","002","出库","","","","19.4700","350.4600","","","19.4700","19.4700","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"96","7229867ef5eb4f07a298dd31f387d2fe","1404010041","0101","014002","现结","KH04231","上海朝盛实业有限公司","2014/4/1 19:12:14","a011accffb1347088e4af4fb1c5d9237","增值税发票17%","","","0.0000","KH04231","","0.000000","680.0000","0.0000","680.0000","0.0000","0.0000","1919","徐雨亭","2014/4/1 19:12:11","1","","","0","2014/4/1 19:12:11","1919","2014/4/1 19:12:17","1919","0","0","CK1404010029","002","出库","","","","19.4700","681.4500","","","19.4700","19.4700","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"97","22bba86b9e5e40fb94b12672ca112f73","1404010042","0101","014002","现结","KH02276","上海沙冶钢铁贸易有限公司","2014/4/1 19:23:17","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH02276","","0.000000","0.0000","0.0000","1062.2000","1062.2000","0.0000","1919","徐雨亭","2014/4/1 19:23:14","1","","","0","2014/4/1 19:23:14","1919","2014/4/1 19:23:20","1919","0","0","CK1404010030","002","出库","","","","45.20","1062.2000","","","45.2000","45.2000","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"98","4f5a6a3e237341958bcb04b9d6f80c00","1404010043","0101","014002","现结","KH02276","上海沙冶钢铁贸易有限公司","2014/4/1 19:24:10","a011accffb1347088e4af4fb1c5d9237","增值税发票17%","","","0.0000","KH02276","","0.000000","0.0000","0.0000","1130.0000","1130.0000","0.0000","1919","徐雨亭","2014/4/1 19:24:07","1","","","0","2014/4/1 19:24:07","1919","2014/4/1 19:24:12","1919","0","0","CK1404010030","002","出库","","","","45.20","1130.0000","","","45.2000","45.2000","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
"99","9a856c54796140a58a3a136b3f1eb686","1404010044","0101","014002","现结","KH05710","上海敏冶实业有限公司","2014/4/1 19:27:52","a011accffb1347088e4af4fb1c5d1237","增值税发票6%","","","0.0000","KH05710","","0.000000","0.0000","0.0000","333.1800","333.1800","0.0000","1919","徐雨亭","2014/4/1 19:27:49","1","","","0","2014/4/1 19:27:49","1919","2014/4/1 19:27:55","1919","0","0","CK1404010031","002","出库","","","","18.51","333.1800","","","18.5100","18.5100","0","徐雨亭","","","","","0.0000","","0.0000","","","0","0","0","0","","","","",""
