"0115010214","0101","","KH03778","上海瀚冠工贸有限公司","022001","加工","024001","开平","1","2015/1/7","PZ006004","开平板","0","","","","","","","","21.5500","0","0","363","1","2015/1/7 19:10:26","1919","徐雨亭","","21.5500","","2.5*1500*2000","","","","2015/1/7 19:10:27","1919","2015/1/8 15:13:06","100060","0","0","7.850000","KH03778","上海瀚冠工贸有限公司","KH03778","上海瀚冠工贸有限公司","","","","","潘华良","2015/1/8 15:05:42","","","","2.5*1500*0","SPHC","               ","","","","0","","363.000000","21.550000","","","0","","",""
"0114121399","0101","","KH02662","上海陶然实业有限公司","022001","加工","024001","开平","1","2014/12/31","PZ006004001","开平板","007001","裸包装","","","009004","二横","","","9.8750","0","0","55","3","2014/12/31 14:25:37","100006","肖燕","","9.8750","","3.50*1160*6000(200+3730)","","","","2014/12/31 14:25:36","100006","2015/1/2 12:19:54","1818","0","0","7.850000","KH02662","上海陶然实业有限公司","KH02662","上海陶然实业有限公司","","","","","肖萍","2015/1/2 12:12:36","","","","3.50*1160*C","IF-1","               ","","","","0","","55.000000","9.875000","","","0","","",""
"0115010245","0101","","KH02075","杭州萧山信谊物流有限公司","022001","加工","024001","开平","1","2015/1/8","PZ006004001","开平板","007001","裸包装","","","009004","二横","","","41.9500","0","0","353","2","2015/1/8 15:46:03","100006","肖燕","","41.9500","","3.25*1500*5860","","","","2015/1/8 15:46:03","100006","2015/1/9 1:03:47","100060","0","0","7.850000","KH02075","杭州萧山信谊物流有限公司","KH02075","杭州萧山信谊物流有限公司","","","","","潘华良","2015/1/9 0:56:09","","","","3.25*1500*0","SPHC","               ","","","","0","","353.000000","41.950000","","","0","","",""
"0114121325","0101","","KH04928","上海鸿厚贸易有限公司","022001","加工","024001","开平","1","2014/12/30","PZ006004001","开平板","007001","裸包装","","","009004","二横","","","22.8200","0","0","29","1","2014/12/30 11:51:08","100006","肖燕","","22.8200","","11.5*1500*6000","","","","2014/12/30 11:51:35","100006","2014/12/30 22:25:45","1919","0","0","7.850000","KH04928","上海鸿厚贸易有限公司","KH04928","上海鸿厚贸易有限公司","","","","","徐雨亭","2014/12/30 22:18:22","","","","11.5*1500*0","Q235B","               ","","","","0","","29.000000","22.820000","","","0","","",""
"0114121270","0101","","KH00169","上海巨盈实业有限公司","022001","加工","024001","开平","1","2014/12/29","PZ006004001","开平板","007001","裸包装","","","009004","二横","","","58.8600","0","0","806","3","2014/12/29 13:01:10","1818","肖萍","","58.8600","","2.5*1250*3000","","","","2014/12/29 13:00:41","1818","2014/12/30 10:24:46","100002","0","0","7.850000","KH00169","上海巨盈实业有限公司","KH00169","上海巨盈实业有限公司","","","","","顾陆萍","2014/12/30 10:17:21","","","","2.5*1250*0","SPHC","               ","","","","0","","806.000000","58.860000","","","0","","",""
"0114121291","0101","","KH05524","上海财广物资有限公司","022001","加工","024001","开平","1","2014/12/29","PZ006004001","开平板","007001","裸包装","","","009004","二横","","","12.6100","0","0","348","1","2014/12/29 16:00:10","100006","肖燕","","12.6100","","1.5*1260*2500","","","","2014/12/29 16:00:08","100006","2014/12/29 20:33:05","100060","0","0","7.850000","KH05524","上海财广物资有限公司","KH05524","上海财广物资有限公司","","","","","潘华良","2014/12/29 20:25:41","","","","1.5*1260*0","Grade 33","               ","","","","0","","348.000000","12.610000","","","0","","",""
"0115010255","0101","","KH06955","上海晶钢实业有限公司","022001","加工","024001","开平","1","2015/1/8","PZ006004","开平板","007001","裸包装","","","009004","二横","","","19.9400","0","0","584","1","2015/1/8 17:55:52","100060","潘华良","","19.9400","","2.3*1250*1500","","","","2015/1/8 17:55:52","100060","2015/1/10 16:24:49","1818","0","0","7.850000","KH06955","上海晶钢实业有限公司","KH06955","上海晶钢实业有限公司","","","","","肖萍","2015/1/10 16:17:23","","","","2.3*1250*C","Q235B","               ","","","","0","","584.000000","19.940000","","","0","","",""
"0115010105","0101","","KH04500","上海博益实业有限公司","022001","加工","024001","开平","1","2015/1/5","PZ006004001","开平板","007001","裸包装","","","009004","二横","","","19.4800","0","0","401","1","2015/1/5 16:46:15","1818","肖萍","","19.4800","","2*1250*2500","","","","2015/1/5 16:46:15","1818","2015/1/6 14:22:04","100006","0","0","7.850000","KH04500","上海博益实业有限公司","KH04500","上海博益实业有限公司","","","","","肖燕","2015/1/6 14:22:10","","","","2*1250*0","SPHC","               ","","","","0","","401.000000","19.480000","","","0","","",""
"0115010212","0101","","KH00087","上海竞冶钢铁贸易有限公司","022001","加工","024001","开平","1","2015/1/7","PZ006004002","热轧开平板","007001","裸包装","","","","","","","24.8200","0","0","175","1","2015/1/7 17:21:21","100002","顾陆萍","","24.8200","","5*1500*2420","","","","2015/1/7 17:21:17","100002","2015/1/8 3:29:04","1919","0","0","7.850000","KH00087","上海竞冶钢铁贸易有限公司","KH00087","上海竞冶钢铁贸易有限公司","","","","","徐雨亭","2015/1/8 3:21:33","","","","5*1500*C","QStE420TM","               ","","","","0","","175.000000","24.820000","","","0","","",""
"0115010477","0101","","KH04928","上海鸿厚贸易有限公司","022001","加工","024001","开平","1","2015/1/14","PZ006004","开平板","0","","","","009004","二横","","","7.0680","0","0","117","3","2015/1/14 13:51:33","100006","肖燕","","7.0680","","3*1250*2000/200/1600","","","","2015/1/14 13:51:34","100006","2015/1/15 1:13:51","100060","0","0","7.850000","KH04928","上海鸿厚贸易有限公司","KH04928","上海鸿厚贸易有限公司","","","","","潘华良","2015/1/15 1:06:07","","","","3*1250*0","W800","               ","","","","0","","117.000000","7.068000","","","0","","",""
