"F59156EA22E3D942E0403C0AA30D4B99","0101","RPCONFIG","","","","结算报表列表","结算明细（捆包）","4.00000000","2.00000000","RP_SettleDtl","","","","","0","0",""
"F59156EA22E4D942E0403C0AA30D4B99","0101","RPCONFIG","","","","","公共报表列表","0.00000000","5.00000000","","","","","","0","0",""
"F59156EA22E5D942E0403C0AA30D4B99","0101","RPCONFIG","","","","公共报表列表","仓储生产日报表","5.00000000","1.00000000","RP_ProductSumTJ","","","","","0","0",""
"F59156EA22E6D942E0403C0AA30D4B99","0101","RPCONFIG","","","","公共报表列表","物资收发存报表","5.00000000","2.00000000","RP_ProductIODTJ","","","","","0","0",""
"F59156EA22E7D942E0403C0AA30D4B99","0101","RPCONFIG","","","","","个性报表","0.00000000","6.00000000","","","","","","0","0",""
"F59156EA22E8D942E0403C0AA30D4B99","0101","RPCONFIG","","","","个性报表","资源收发报表","6.00000000","1.00000000","ResStaticInfoFormHZ","","","","","0","0",""
"F59156EA22E9D942E0403C0AA30D4B99","0101","RPCONFIG","","","","个性报表","装车信息报表","6.00000000","2.00000000","RP_KC_004","","","","","0","0",""
"F59156EA22EAD942E0403C0AA30D4B99","0101","RPCONFIG","","","","结算报表列表","运输公司仓储统结费用报表","12.00000000","1.00000000","RP_ExpenseSettleListDJTJALL","","","","","0","0",""
"F59156EA22EBD942E0403C0AA30D4B99","0101","ZY01","","","","1","False","0.00000000","0.00000000","","","","","","0","0",""
"F59156EA22ECD942E0403C0AA30D4B99","0101","COM2","","","","","","0.00000000","0.00000000","","","","","","0","0",""
"F59156EA22EDD942E0403C0AA30D4B99","0101","BUTTON","","","","","","0.00000000","0.00000000","","","","","","0","0",""
"F59156EA22EED942E0403C0AA30D4B99","0101","CK01","","","","","","0.00000000","0.00000000","","","","","","0","0",""
"F59156EA22EFD942E0403C0AA30D4B99","0101","CK01","","","","","","0.00000000","0.00000000","","","","","","0","0",""
"F59156EA22F1D942E0403C0AA30D4B99","0101","AUTOGHD","","","","","","0.00000000","0.00000000","","","","","","0","0",""
"F59156EA22F2D942E0403C0AA30D4B99","0101","RPCONFIG","","","","结算报表列表","运输公司加工结算报表","11.00000000","1.00000000","RP_ProcessAll","","","","","0","0",""
"F59156EA22F3D942E0403C0AA30D4B99","0101","RPCONFIG","","","","个性报表","码头个性报表","6.00000000","2.00000000","RP_MTSettleTJ","","","","","0","0",""
"F59156EA22F4D942E0403C0AA30D4B99","0101","RPCONFIG","","","","出入库报表","每日入库资源清单","1.00000000","1.00000000","InBillStaticOwnerForm","","","","","0","0",""
"F59156EA22F5D942E0403C0AA30D4B99","0101","RPCONFIG","","","","出入库报表","入库日报表","1.00000000","3.00000000","InBillStaticForm","","","","","0","0",""
"d7ef39d4cf284025be46227b3f1430ef","0101","RUN_COUNT","","","","AVG","","3.00000000","0.00000000","","2014/3/27 15:08:40","100003","2014/3/27 15:09:44","100003","0","0",""
"F59156EA22CED942E0403C0AA3BB0355","0101","GHCHECK_MESS","","","","","","","","","","","","","0","0",""
